id_registro,id_inmueble,anio_mes_dd,consumo_kwh_mes,costo_factura_usd,costo_factura_moneda_local,codigo_moneda,perfil_calculado
REG-01218,VIV-01218,2026-07-01,366.7,275.02,1031.32,PEN,Moderado
REG-01219,VIV-01219,2026-07-01,352.08,264.06,242935.2,CLP,Moderado
REG-01220,VIV-01220,2026-07-01,371.64,278.73,1519.08,BRL,Ineficiente
REG-01221,VIV-01221,2026-07-01,251.5,188.62,173530.4,CLP,Eficiente
REG-01222,VIV-01222,2026-07-01,340.4,255.3,957.38,PEN,Moderado
REG-01223,VIV-01223,2026-07-01,226.89,170.17,638.14,PEN,Eficiente
REG-01224,VIV-01224,2026-07-01,420.32,315.24,1182.15,PEN,Ineficiente
REG-01225,COM-01225,2026-07-01,1692.37,1269.28,1205816.0,ARS,Eficiente
REG-01226,VIV-01226,2026-07-01,368.76,276.57,1133937.0,COP,Moderado
REG-01227,VIV-01227,2026-07-01,265.65,199.24,3685.94,MXN,Eficiente
REG-01228,VIV-01228,2026-07-01,257.19,192.89,177458.8,CLP,Eficiente
REG-01229,VIV-01229,2026-07-01,229.45,172.09,645.34,PEN,Eficiente
REG-01230,VIV-01230,2026-07-01,360.29,270.22,1107902.0,COP,Moderado
REG-01231,VIV-01231,2026-07-01,370.66,278.0,1139800.0,COP,Moderado
REG-01232,VIV-01232,2026-07-01,352.44,264.33,243183.6,CLP,Moderado
REG-01233,VIV-01233,2026-07-01,290.48,217.86,816.98,PEN,Moderado
REG-01234,VIV-01234,2026-07-01,431.66,323.75,307562.5,ARS,Ineficiente
REG-01235,VIV-01235,2026-07-01,342.29,256.72,962.7,PEN,Moderado
REG-01236,VIV-01236,2026-07-01,316.58,237.44,218444.8,CLP,Moderado
REG-01237,VIV-01237,2026-07-01,339.39,254.54,234176.8,CLP,Moderado
REG-01238,VIV-01238,2026-07-01,241.34,181.0,678.75,PEN,Eficiente
REG-01239,COM-01239,2026-07-01,2141.69,1606.27,1477768.4,CLP,Moderado
REG-01240,VIV-01240,2026-07-01,380.84,285.63,262779.6,CLP,Ineficiente
REG-01241,VIV-01241,2026-07-01,275.57,206.68,190145.6,CLP,Eficiente
REG-01242,VIV-01242,2026-07-01,280.36,210.27,1145.97,BRL,Moderado
REG-01243,VIV-01243,2026-07-01,406.67,305.0,280600.0,CLP,Ineficiente
REG-01244,VIV-01244,2026-07-01,260.38,195.28,3612.68,MXN,Eficiente
REG-01245,VIV-01245,2026-07-01,340.34,255.25,4722.12,MXN,Moderado
REG-01246,VIV-01246,2026-07-01,282.82,212.12,869692.0,COP,Moderado
REG-01247,VIV-01247,2026-07-01,370.73,278.05,1140005.0,COP,Moderado
REG-01248,VIV-01248,2026-07-01,344.16,258.12,237470.4,CLP,Moderado
REG-01249,VIV-01249,2026-07-01,385.77,289.33,5352.6,MXN,Ineficiente
REG-01250,COM-01250,2026-07-01,1675.66,1256.75,6849.29,BRL,Moderado
REG-01251,VIV-01251,2026-07-01,264.95,198.71,182813.2,CLP,Eficiente
REG-01252,VIV-01252,2026-07-01,415.72,311.79,5768.12,MXN,Ineficiente
REG-01253,VIV-01253,2026-07-01,246.73,185.05,758705.0,COP,Eficiente
REG-01254,VIV-01254,2026-07-01,365.78,274.33,260613.5,ARS,Moderado
REG-01255,VIV-01255,2026-07-01,255.97,191.98,1046.29,BRL,Eficiente
REG-01256,VIV-01256,2026-07-01,382.8,287.1,272745.0,ARS,Ineficiente
REG-01257,VIV-01257,2026-07-01,288.31,216.23,205418.5,ARS,Moderado
REG-01258,COM-01258,2026-07-01,1580.99,1185.74,4446.52,PEN,Moderado
REG-01259,COM-01259,2026-07-01,2773.51,2080.13,1913719.6,CLP,Ineficiente
REG-01260,VIV-01260,2026-07-01,365.62,274.22,1124302.0,COP,Moderado
REG-01261,VIV-01261,2026-07-01,370.73,278.05,1140005.0,COP,Moderado
REG-01262,VIV-01262,2026-07-01,374.51,280.88,1530.8,BRL,Ineficiente
REG-01263,COM-01263,2026-07-01,985.87,739.4,702430.0,ARS,Moderado
REG-01264,COM-01264,2026-07-01,1910.08,1432.56,5372.1,PEN,Ineficiente
REG-01265,VIV-01265,2026-07-01,410.14,307.61,1261201.0,COP,Ineficiente
REG-01266,VIV-01266,2026-07-01,293.58,220.19,209180.5,ARS,Moderado
REG-01267,COM-01267,2026-07-01,2227.43,1670.57,1536924.4,CLP,Ineficiente
REG-01268,VIV-01268,2026-07-01,378.77,284.08,1164728.0,COP,Ineficiente
REG-01269,VIV-01269,2026-07-01,237.85,178.39,972.23,BRL,Eficiente
REG-01270,COM-01270,2026-07-01,2623.03,1967.27,1868906.5,ARS,Ineficiente
REG-01271,COM-01271,2026-07-01,1045.58,784.18,14507.33,MXN,Eficiente
REG-01272,VIV-01272,2026-07-01,249.91,187.43,3467.45,MXN,Eficiente
REG-01273,VIV-01273,2026-07-01,257.8,193.35,792735.0,COP,Eficiente
REG-01274,VIV-01274,2026-07-01,256.39,192.29,182675.5,ARS,Eficiente
REG-01275,VIV-01275,2026-07-01,382.14,286.61,272279.5,ARS,Ineficiente
REG-01276,VIV-01276,2026-07-01,383.03,287.27,5314.49,MXN,Ineficiente
REG-01277,COM-01277,2026-07-01,2444.33,1833.25,9991.21,BRL,Moderado
REG-01278,VIV-01278,2026-07-01,415.43,311.57,5764.05,MXN,Ineficiente
REG-01279,COM-01279,2026-07-01,3375.99,2531.99,10381159.0,COP,Ineficiente
REG-01280,VIV-01280,2026-07-01,380.74,285.56,1556.3,BRL,Ineficiente
REG-01281,COM-01281,2026-07-01,1441.0,1080.75,5890.09,BRL,Eficiente
REG-01282,COM-01282,2026-07-01,2010.38,1507.79,6181939.0,COP,Ineficiente
REG-01283,VIV-01283,2026-07-01,225.34,169.0,921.05,BRL,Eficiente
REG-01284,COM-01284,2026-07-01,3265.97,2449.48,2253521.6,CLP,Ineficiente
REG-01285,VIV-01285,2026-07-01,363.19,272.39,1484.53,BRL,Moderado
REG-01286,COM-01286,2026-07-01,2119.33,1589.5,1462340.0,CLP,Moderado
REG-01287,VIV-01287,2026-07-01,440.81,330.61,314079.5,ARS,Ineficiente
REG-01288,VIV-01288,2026-07-01,257.54,193.16,177707.2,CLP,Eficiente
REG-01289,VIV-01289,2026-07-01,442.32,331.74,315153.0,ARS,Ineficiente
REG-01290,VIV-01290,2026-07-01,427.62,320.72,295062.4,CLP,Ineficiente
REG-01291,COM-01291,2026-07-01,2778.16,2083.62,1979439.0,ARS,Moderado
REG-01292,VIV-01292,2026-07-01,366.71,275.03,5088.05,MXN,Moderado
REG-01293,VIV-01293,2026-07-01,229.09,171.82,644.32,PEN,Eficiente
REG-01294,COM-01294,2026-07-01,2680.98,2010.74,37198.69,MXN,Ineficiente
REG-01295,VIV-01295,2026-07-01,354.84,266.13,4923.4,MXN,Moderado
REG-01296,VIV-01296,2026-07-01,390.61,292.96,5419.76,MXN,Ineficiente
REG-01297,COM-01297,2026-07-01,3301.99,2476.49,2278370.8,CLP,Ineficiente
REG-01298,COM-01298,2026-07-01,2212.81,1659.61,30702.78,MXN,Eficiente
REG-01299,COM-01299,2026-07-01,2050.99,1538.24,1461328.0,ARS,Eficiente
REG-01300,VIV-01300,2026-07-01,407.25,305.44,1252304.0,COP,Ineficiente
REG-01301,VIV-01301,2026-07-01,283.58,212.69,872029.0,COP,Moderado
REG-01302,COM-01302,2026-07-01,1575.58,1181.68,1122596.0,ARS,Moderado
REG-01303,VIV-01303,2026-07-01,278.29,208.72,192022.4,CLP,Moderado
REG-01304,VIV-01304,2026-07-01,240.77,180.58,984.16,BRL,Eficiente
REG-01305,VIV-01305,2026-07-01,364.22,273.17,251316.4,CLP,Moderado
REG-01306,VIV-01306,2026-07-01,267.99,200.99,824059.0,COP,Eficiente
REG-01307,COM-01307,2026-07-01,2114.21,1585.66,1506377.0,ARS,Moderado
REG-01308,VIV-01308,2026-07-01,389.54,292.16,1197856.0,COP,Ineficiente
REG-01309,COM-01309,2026-07-01,1588.61,1191.46,6493.46,BRL,Ineficiente
REG-01310,VIV-01310,2026-07-01,366.61,274.96,1498.53,BRL,Moderado
REG-01311,VIV-01311,2026-07-01,272.75,204.56,838696.0,COP,Eficiente
REG-01312,VIV-01312,2026-07-01,236.79,177.59,665.96,PEN,Eficiente
REG-01313,VIV-01313,2026-07-01,219.34,164.5,156275.0,ARS,Eficiente
REG-01314,VIV-01314,2026-07-01,261.25,195.94,734.77,PEN,Eficiente
REG-01315,COM-01315,2026-07-01,2157.7,1618.27,8819.57,BRL,Moderado
REG-01316,VIV-01316,2026-07-01,235.62,176.72,662.7,PEN,Eficiente
REG-01317,VIV-01317,2026-07-01,422.66,317.0,1188.75,PEN,Ineficiente
REG-01318,VIV-01318,2026-07-01,406.04,304.53,1659.69,BRL,Ineficiente
REG-01319,VIV-01319,2026-07-01,372.13,279.1,1521.1,BRL,Ineficiente
REG-01320,VIV-01320,2026-07-01,248.17,186.13,176823.5,ARS,Eficiente
REG-01321,VIV-01321,2026-07-01,414.01,310.51,1273091.0,COP,Ineficiente
REG-01322,VIV-01322,2026-07-01,265.68,199.26,183319.2,CLP,Eficiente
REG-01323,COM-01323,2026-07-01,2418.92,1814.19,9887.34,BRL,Ineficiente
REG-01324,VIV-01324,2026-07-01,385.0,288.75,1082.81,PEN,Ineficiente
REG-01325,VIV-01325,2026-07-01,348.77,261.58,1072478.0,COP,Moderado
REG-01326,COM-01326,2026-07-01,1594.77,1196.08,4903928.0,COP,Moderado
REG-01327,VIV-01327,2026-07-01,361.44,271.08,1477.39,BRL,Moderado
REG-01328,VIV-01328,2026-07-01,355.03,266.27,4925.99,MXN,Moderado
REG-01329,VIV-01329,2026-07-01,302.13,226.6,929060.0,COP,Moderado
REG-01330,VIV-01330,2026-07-01,238.32,178.74,974.13,BRL,Eficiente
REG-01331,VIV-01331,2026-07-01,391.71,293.78,1204498.0,COP,Ineficiente
REG-01332,COM-01332,2026-07-01,1163.88,872.91,803077.2,CLP,Eficiente
REG-01333,VIV-01333,2026-07-01,363.99,272.99,1023.71,PEN,Moderado
REG-01334,VIV-01334,2026-07-01,269.81,202.36,758.85,PEN,Eficiente
REG-01335,VIV-01335,2026-07-01,269.55,202.16,1101.77,BRL,Eficiente
REG-01336,VIV-01336,2026-07-01,408.49,306.37,1669.72,BRL,Ineficiente
REG-01337,COM-01337,2026-07-01,2044.49,1533.37,5750.14,PEN,Moderado
REG-01338,COM-01338,2026-07-01,1573.34,1180.0,4425.0,PEN,Eficiente
REG-01339,VIV-01339,2026-07-01,373.95,280.46,1051.72,PEN,Ineficiente
REG-01340,VIV-01340,2026-07-01,366.48,274.86,252871.2,CLP,Moderado
REG-01341,COM-01341,2026-07-01,1183.23,887.42,3327.82,PEN,Eficiente
REG-01342,VIV-01342,2026-07-01,331.27,248.45,228574.0,CLP,Moderado
REG-01343,VIV-01343,2026-07-01,338.56,253.92,4697.52,MXN,Moderado
REG-01344,VIV-01344,2026-07-01,238.36,178.77,974.3,BRL,Eficiente
REG-01345,COM-01345,2026-07-01,2275.28,1706.46,6399.23,PEN,Ineficiente
REG-01346,VIV-01346,2026-07-01,343.8,257.85,1057185.0,COP,Moderado
REG-01347,COM-01347,2026-07-01,1568.19,1176.14,21758.59,MXN,Moderado
REG-01348,VIV-01348,2026-07-01,256.1,192.08,176713.6,CLP,Eficiente
REG-01349,VIV-01349,2026-07-01,405.63,304.22,289009.0,ARS,Ineficiente
REG-01350,VIV-01350,2026-07-01,247.64,185.73,761493.0,COP,Eficiente
REG-01351,COM-01351,2026-07-01,2596.79,1947.59,7303.46,PEN,Moderado
REG-01352,VIV-01352,2026-07-01,344.66,258.5,245575.0,ARS,Moderado
REG-01353,VIV-01353,2026-07-01,240.06,180.05,981.27,BRL,Eficiente
REG-01354,VIV-01354,2026-07-01,339.03,254.27,1042507.0,COP,Moderado
REG-01355,VIV-01355,2026-07-01,352.71,264.53,4893.8,MXN,Moderado
REG-01356,VIV-01356,2026-07-01,225.54,169.16,160702.0,ARS,Eficiente
REG-01357,VIV-01357,2026-07-01,277.05,207.79,1132.46,BRL,Moderado
REG-01358,VIV-01358,2026-07-01,428.11,321.08,1316428.0,COP,Ineficiente
REG-01359,VIV-01359,2026-07-01,303.05,227.29,215925.5,ARS,Moderado
REG-01360,VIV-01360,2026-07-01,404.95,303.71,1138.91,PEN,Ineficiente
REG-01361,COM-01361,2026-07-01,2560.41,1920.31,7201.16,PEN,Ineficiente
REG-01362,COM-01362,2026-07-01,1485.22,1113.91,4567031.0,COP,Ineficiente
REG-01363,COM-01363,2026-07-01,1397.28,1047.96,995562.0,ARS,Eficiente
REG-01364,COM-01364,2026-07-01,1777.41,1333.06,1226415.2,CLP,Eficiente
REG-01365,VIV-01365,2026-07-01,277.16,207.87,852267.0,COP,Moderado
REG-01366,VIV-01366,2026-07-01,381.35,286.01,1558.75,BRL,Ineficiente
REG-01367,VIV-01367,2026-07-01,421.97,316.48,1297568.0,COP,Ineficiente
REG-01368,VIV-01368,2026-07-01,351.17,263.38,4872.53,MXN,Moderado
REG-01369,VIV-01369,2026-07-01,273.35,205.01,3792.68,MXN,Eficiente
REG-01370,COM-01370,2026-07-01,2100.48,1575.36,6458976.0,COP,Ineficiente
REG-01371,VIV-01371,2026-07-01,331.15,248.36,235942.0,ARS,Moderado
REG-01372,COM-01372,2026-07-01,1603.85,1202.89,1106658.8,CLP,Moderado
REG-01373,COM-01373,2026-07-01,1138.3,853.72,3500252.0,COP,Eficiente
REG-01374,COM-01374,2026-07-01,2834.3,2125.73,1955671.6,CLP,Ineficiente
REG-01375,VIV-01375,2026-07-01,341.29,255.97,1395.04,BRL,Moderado
REG-01376,VIV-01376,2026-07-01,424.7,318.52,293038.4,CLP,Ineficiente
REG-01377,VIV-01377,2026-07-01,398.76,299.07,1121.51,PEN,Ineficiente
REG-01378,COM-01378,2026-07-01,1649.71,1237.28,6743.18,BRL,Ineficiente
REG-01379,COM-01379,2026-07-01,1096.04,822.03,780928.5,ARS,Eficiente
REG-01380,COM-01380,2026-07-01,1032.91,774.68,3176188.0,COP,Eficiente
REG-01381,VIV-01381,2026-07-01,375.8,281.85,5214.23,MXN,Ineficiente
REG-01382,VIV-01382,2026-07-01,229.34,172.0,158240.0,CLP,Eficiente
REG-01383,COM-01383,2026-07-01,3502.78,2627.09,9851.59,PEN,Moderado
REG-01384,VIV-01384,2026-07-01,395.42,296.56,281732.0,ARS,Ineficiente
REG-01385,VIV-01385,2026-07-01,391.61,293.71,270213.2,CLP,Ineficiente
REG-01386,VIV-01386,2026-07-01,278.87,209.15,192418.0,CLP,Moderado
REG-01387,VIV-01387,2026-07-01,365.9,274.42,1125122.0,COP,Moderado
REG-01388,VIV-01388,2026-07-01,274.14,205.6,842960.0,COP,Eficiente
REG-01389,COM-01389,2026-07-01,929.81,697.36,662492.0,ARS,Eficiente
REG-01390,VIV-01390,2026-07-01,361.08,270.81,257269.5,ARS,Moderado
REG-01391,VIV-01391,2026-07-01,280.15,210.11,199604.5,ARS,Moderado
REG-01392,VIV-01392,2026-07-01,305.53,229.15,859.31,PEN,Moderado
REG-01393,VIV-01393,2026-07-01,414.36,310.77,1165.39,PEN,Ineficiente
REG-01394,VIV-01394,2026-07-01,394.91,296.18,281371.0,ARS,Ineficiente
REG-01395,VIV-01395,2026-07-01,352.89,264.67,992.51,PEN,Moderado
REG-01396,COM-01396,2026-07-01,2234.26,1675.7,9132.57,BRL,Ineficiente
REG-01397,VIV-01397,2026-07-01,338.32,253.74,1382.88,BRL,Moderado
REG-01398,VIV-01398,2026-07-01,233.6,175.2,166440.0,ARS,Eficiente
REG-01399,VIV-01399,2026-07-01,378.94,284.2,261464.0,CLP,Ineficiente
REG-01400,COM-01400,2026-07-01,2135.52,1601.64,8728.94,BRL,Ineficiente
REG-01401,VIV-01401,2026-07-01,423.9,317.92,1303472.0,COP,Ineficiente
REG-01402,COM-01402,2026-07-01,2038.09,1528.57,1406284.4,CLP,Moderado
REG-01403,COM-01403,2026-07-01,2194.24,1645.68,6171.3,PEN,Ineficiente
REG-01404,VIV-01404,2026-07-01,359.37,269.53,1105073.0,COP,Moderado
REG-01405,VIV-01405,2026-07-01,248.54,186.41,177089.5,ARS,Eficiente
REG-01406,VIV-01406,2026-07-01,394.29,295.72,1212452.0,COP,Ineficiente
REG-01407,VIV-01407,2026-07-01,328.59,246.44,1343.1,BRL,Moderado
REG-01408,VIV-01408,2026-07-01,304.18,228.13,209879.6,CLP,Moderado
REG-01409,VIV-01409,2026-07-01,403.88,302.91,1241931.0,COP,Ineficiente
REG-01410,VIV-01410,2026-07-01,370.01,277.51,5133.93,MXN,Moderado
REG-01411,COM-01411,2026-07-01,3075.7,2306.77,42675.25,MXN,Ineficiente
REG-01412,VIV-01412,2026-07-01,309.26,231.94,1264.07,BRL,Moderado
REG-01413,COM-01413,2026-07-01,951.88,713.91,2677.16,PEN,Ineficiente
REG-01414,VIV-01414,2026-07-01,249.94,187.45,178077.5,ARS,Eficiente
REG-01415,VIV-01415,2026-07-01,258.01,193.51,793391.0,COP,Eficiente
REG-01416,VIV-01416,2026-07-01,274.71,206.03,195728.5,ARS,Eficiente
REG-01417,VIV-01417,2026-07-01,268.36,201.27,825207.0,COP,Eficiente
REG-01418,VIV-01418,2026-07-01,369.42,277.06,1038.97,PEN,Moderado
REG-01419,VIV-01419,2026-07-01,355.46,266.59,999.71,PEN,Moderado
REG-01420,VIV-01420,2026-07-01,396.64,297.48,1115.55,PEN,Ineficiente
REG-01421,COM-01421,2026-07-01,1057.18,792.88,3250808.0,COP,Eficiente
REG-01422,VIV-01422,2026-07-01,355.01,266.26,1091666.0,COP,Moderado
REG-01423,VIV-01423,2026-07-01,240.43,180.32,739312.0,COP,Eficiente
REG-01424,VIV-01424,2026-07-01,364.41,273.31,1120571.0,COP,Moderado
REG-01425,COM-01425,2026-07-01,2616.55,1962.41,1864289.5,ARS,Ineficiente
REG-01426,VIV-01426,2026-07-01,403.73,302.8,287660.0,ARS,Ineficiente
REG-01427,VIV-01427,2026-07-01,304.31,228.23,1243.85,BRL,Moderado
REG-01428,VIV-01428,2026-07-01,387.65,290.74,5378.69,MXN,Ineficiente
REG-01429,COM-01429,2026-07-01,2079.85,1559.89,6395549.0,COP,Moderado
REG-01430,VIV-01430,2026-07-01,369.34,277.0,1509.65,BRL,Moderado
REG-01431,COM-01431,2026-07-01,2283.08,1712.31,7020471.0,COP,Moderado
REG-01432,VIV-01432,2026-07-01,216.43,162.32,3002.92,MXN,Eficiente
REG-01433,VIV-01433,2026-07-01,377.76,283.32,1161612.0,COP,Ineficiente
REG-01434,VIV-01434,2026-07-01,311.69,233.77,958457.0,COP,Moderado
REG-01435,VIV-01435,2026-07-01,237.78,178.34,668.77,PEN,Eficiente
REG-01436,COM-01436,2026-07-01,2234.68,1676.01,6871641.0,COP,Ineficiente
REG-01437,COM-01437,2026-07-01,2653.48,1990.11,1830901.2,CLP,Moderado
REG-01438,VIV-01438,2026-07-01,228.55,171.41,934.18,BRL,Eficiente
REG-01439,COM-01439,2026-07-01,2118.19,1588.64,29389.84,MXN,Moderado
REG-01440,VIV-01440,2026-07-01,376.97,282.73,1159193.0,COP,Ineficiente
REG-01441,VIV-01441,2026-07-01,386.71,290.03,1189123.0,COP,Ineficiente
REG-01442,COM-01442,2026-07-01,2150.46,1612.85,1483822.0,CLP,Eficiente
REG-01443,COM-01443,2026-07-01,965.0,723.75,687562.5,ARS,Ineficiente
REG-01444,VIV-01444,2026-07-01,247.25,185.44,170604.8,CLP,Eficiente
REG-01445,VIV-01445,2026-07-01,306.05,229.54,860.77,PEN,Moderado
REG-01446,VIV-01446,2026-07-01,419.65,314.74,299003.0,ARS,Ineficiente
REG-01447,COM-01447,2026-07-01,958.48,718.86,2947326.0,COP,Eficiente
REG-01448,COM-01448,2026-07-01,2504.25,1878.19,10236.14,BRL,Moderado
REG-01449,VIV-01449,2026-07-01,356.69,267.52,1096832.0,COP,Moderado
REG-01450,COM-01450,2026-07-01,1566.01,1174.51,4404.41,PEN,Eficiente
REG-01451,VIV-01451,2026-07-01,426.04,319.53,293967.6,CLP,Ineficiente
REG-01452,VIV-01452,2026-07-01,280.04,210.03,787.61,PEN,Moderado
REG-01453,VIV-01453,2026-07-01,211.72,158.79,651039.0,COP,Eficiente
REG-01454,COM-01454,2026-07-01,2253.96,1690.47,9213.06,BRL,Ineficiente
REG-01455,VIV-01455,2026-07-01,360.88,270.66,1014.98,PEN,Moderado
REG-01456,COM-01456,2026-07-01,2253.35,1690.01,9210.55,BRL,Moderado
REG-01457,VIV-01457,2026-07-01,266.3,199.73,3695.0,MXN,Eficiente
REG-01458,COM-01458,2026-07-01,957.76,718.32,2693.7,PEN,Eficiente
REG-01459,COM-01459,2026-07-01,1241.36,931.02,5074.06,BRL,Ineficiente
REG-01460,VIV-01460,2026-07-01,351.69,263.77,4879.74,MXN,Moderado
REG-01461,VIV-01461,2026-07-01,366.67,275.0,1498.75,BRL,Moderado
REG-01462,VIV-01462,2026-07-01,227.66,170.75,640.31,PEN,Eficiente
REG-01463,COM-01463,2026-07-01,2281.9,1711.43,6417.86,PEN,Ineficiente
REG-01464,COM-01464,2026-07-01,2620.9,1965.68,8059288.0,COP,Ineficiente
REG-01465,VIV-01465,2026-07-01,444.47,333.35,306682.0,CLP,Ineficiente
REG-01466,VIV-01466,2026-07-01,382.8,287.1,1076.62,PEN,Ineficiente
REG-01467,COM-01467,2026-07-01,2562.71,1922.03,7207.61,PEN,Moderado
REG-01468,VIV-01468,2026-07-01,260.33,195.25,3612.12,MXN,Eficiente
REG-01469,VIV-01469,2026-07-01,351.63,263.72,988.95,PEN,Moderado
REG-01470,COM-01470,2026-07-01,985.83,739.37,702401.5,ARS,Eficiente
REG-01471,VIV-01471,2026-07-01,342.27,256.7,1052470.0,COP,Moderado
REG-01472,VIV-01472,2026-07-01,381.89,286.42,1560.99,BRL,Ineficiente
REG-01473,VIV-01473,2026-07-01,254.98,191.23,3537.75,MXN,Eficiente
REG-01474,COM-01474,2026-07-01,1708.61,1281.46,4805.48,PEN,Eficiente
REG-01475,VIV-01475,2026-07-01,231.62,173.72,159822.4,CLP,Eficiente
REG-01476,VIV-01476,2026-07-01,247.18,185.38,695.17,PEN,Eficiente
REG-01477,COM-01477,2026-07-01,1707.84,1280.88,23696.28,MXN,Eficiente
REG-01478,VIV-01478,2026-07-01,239.52,179.64,165268.8,CLP,Eficiente
REG-01479,VIV-01479,2026-07-01,417.01,312.76,1704.54,BRL,Ineficiente
REG-01480,VIV-01480,2026-07-01,226.69,170.02,926.61,BRL,Eficiente
REG-01481,VIV-01481,2026-07-01,440.57,330.43,1354763.0,COP,Ineficiente
REG-01482,VIV-01482,2026-07-01,240.72,180.54,677.02,PEN,Eficiente
REG-01483,COM-01483,2026-07-01,1323.0,992.25,942637.5,ARS,Eficiente
REG-01484,VIV-01484,2026-07-01,272.93,204.7,3786.95,MXN,Eficiente
REG-01485,COM-01485,2026-07-01,2384.75,1788.56,1645475.2,CLP,Moderado
REG-01486,VIV-01486,2026-07-01,222.36,166.77,158431.5,ARS,Eficiente
REG-01487,VIV-01487,2026-07-01,362.68,272.01,1115241.0,COP,Moderado
REG-01488,VIV-01488,2026-07-01,373.16,279.87,265876.5,ARS,Ineficiente
REG-01489,VIV-01489,2026-07-01,315.79,236.84,1290.78,BRL,Moderado
REG-01490,VIV-01490,2026-07-01,294.48,220.86,905526.0,COP,Moderado
REG-01491,COM-01491,2026-07-01,2081.75,1561.31,28884.24,MXN,Moderado
REG-01492,VIV-01492,2026-07-01,282.82,212.12,795.45,PEN,Moderado
REG-01493,VIV-01493,2026-07-01,307.69,230.77,946157.0,COP,Moderado
REG-01494,VIV-01494,2026-07-01,342.07,256.55,236026.0,CLP,Moderado
REG-01495,VIV-01495,2026-07-01,220.41,165.31,3058.24,MXN,Eficiente
REG-01496,VIV-01496,2026-07-01,404.53,303.4,1137.75,PEN,Ineficiente
REG-01497,VIV-01497,2026-07-01,356.09,267.07,253716.5,ARS,Moderado
REG-01498,VIV-01498,2026-07-01,413.89,310.42,5742.77,MXN,Ineficiente
REG-01499,COM-01499,2026-07-01,2561.8,1921.35,1825282.5,ARS,Ineficiente
REG-01500,VIV-01500,2026-07-01,244.91,183.68,174496.0,ARS,Eficiente
REG-01501,VIV-01501,2026-07-01,278.19,208.64,3859.84,MXN,Moderado
REG-01502,VIV-01502,2026-07-01,360.01,270.01,256509.5,ARS,Moderado
REG-01503,COM-01503,2026-07-01,2898.0,2173.5,8150.62,PEN,Moderado
REG-01504,COM-01504,2026-07-01,1455.86,1091.89,1004538.8,CLP,Moderado
REG-01505,VIV-01505,2026-07-01,264.65,198.49,744.34,PEN,Eficiente
REG-01506,VIV-01506,2026-07-01,417.41,313.06,297407.0,ARS,Ineficiente
REG-01507,VIV-01507,2026-07-01,275.83,206.87,775.76,PEN,Eficiente
REG-01508,VIV-01508,2026-07-01,329.4,247.05,1346.42,BRL,Moderado
REG-01509,VIV-01509,2026-07-01,246.4,184.8,757680.0,COP,Eficiente
REG-01510,VIV-01510,2026-07-01,259.13,194.35,796835.0,COP,Eficiente
REG-01511,VIV-01511,2026-07-01,241.59,181.19,987.49,BRL,Eficiente
REG-01512,COM-01512,2026-07-01,1681.93,1261.45,5171945.0,COP,Ineficiente
REG-01513,COM-01513,2026-07-01,2040.84,1530.63,1454098.5,ARS,Eficiente
REG-01514,VIV-01514,2026-07-01,275.09,206.32,196004.0,ARS,Eficiente
REG-01515,VIV-01515,2026-07-01,352.93,264.7,4896.95,MXN,Moderado
REG-01516,COM-01516,2026-07-01,2364.84,1773.63,6651.11,PEN,Ineficiente
REG-01517,VIV-01517,2026-07-01,271.81,203.86,193667.0,ARS,Eficiente
REG-01518,VIV-01518,2026-07-01,414.37,310.78,285917.6,CLP,Ineficiente
REG-01519,COM-01519,2026-07-01,1964.36,1473.27,27255.49,MXN,Eficiente
REG-01520,COM-01520,2026-07-01,2349.65,1762.24,32601.44,MXN,Ineficiente
REG-01521,VIV-01521,2026-07-01,294.45,220.84,905444.0,COP,Moderado
REG-01522,VIV-01522,2026-07-01,227.23,170.42,928.79,BRL,Eficiente
REG-01523,COM-01523,2026-07-01,1041.8,781.35,14454.98,MXN,Moderado
REG-01524,COM-01524,2026-07-01,1535.33,1151.5,4721150.0,COP,Ineficiente
REG-01525,VIV-01525,2026-07-01,341.99,256.49,243665.5,ARS,Moderado
REG-01526,VIV-01526,2026-07-01,266.28,199.71,748.91,PEN,Eficiente
REG-01527,VIV-01527,2026-07-01,374.66,281.0,1053.75,PEN,Ineficiente
REG-01528,VIV-01528,2026-07-01,277.3,207.98,852718.0,COP,Moderado
REG-01529,VIV-01529,2026-07-01,287.89,215.92,885272.0,COP,Moderado
REG-01530,VIV-01530,2026-07-01,288.47,216.35,4002.47,MXN,Moderado
REG-01531,VIV-01531,2026-07-01,418.05,313.54,1175.78,PEN,Ineficiente
REG-01532,VIV-01532,2026-07-01,264.24,198.18,812538.0,COP,Eficiente
REG-01533,COM-01533,2026-07-01,1617.83,1213.37,6612.87,BRL,Ineficiente
REG-01534,COM-01534,2026-07-01,1500.33,1125.25,1035230.0,CLP,Eficiente
REG-01535,VIV-01535,2026-07-01,296.1,222.08,204313.6,CLP,Moderado
REG-01536,VIV-01536,2026-07-01,262.16,196.62,180890.4,CLP,Eficiente
REG-01537,COM-01537,2026-07-01,2055.42,1541.57,1418244.4,CLP,Moderado
REG-01538,VIV-01538,2026-07-01,252.01,189.01,179559.5,ARS,Eficiente
REG-01539,VIV-01539,2026-07-01,387.55,290.66,276127.0,ARS,Ineficiente
REG-01540,VIV-01540,2026-07-01,423.18,317.38,5871.53,MXN,Ineficiente
