id_registro,id_inmueble,anio_mes_dd,pais_ubicacion,tipo_establecimiento,superficie_m2,habitantes_empleados,total_equipos,potencia_total_watts,tiene_inverter,porcentaje_inverter,consumo_kwh_dia,consumo_kwh_mes,intensidad_energetica_kwh_m2,costo_factura_usd,costo_factura_moneda_local,codigo_moneda,pct_dist_madrugada,pct_dist_manana,pct_dist_tarde,pct_dist_noche,franja_pico_dominante,efficiency_label
REG-01423,VIV-01423,2026-07-01,Colombia,Vivienda,81,5,13.0,1545.0,1.0,0.6667,8.0143,240.43,2.9683,180.32,739312.0,COP,0.1452,0.1316,0.2709,0.4524,noche,Eficiente
REG-01424,VIV-01424,2026-07-01,Colombia,Vivienda,105,5,22.0,1850.0,1.0,0.3333,12.147,364.41,3.4706,273.31,1120571.0,COP,0.1333,0.167,0.1846,0.5152,noche,Moderado
REG-01425,COM-01425,2026-07-01,Argentina,Comercio,64,6,38.0,7220.0,1.0,0.5,87.2183,2616.55,40.8836,1962.41,1864289.5,ARS,0.0742,0.4079,0.4025,0.1154,manana,Ineficiente
REG-01426,VIV-01426,2026-07-01,Argentina,Vivienda,71,4,21.0,1835.0,1.0,0.3333,13.4577,403.73,5.6863,302.8,287660.0,ARS,0.1233,0.1523,0.2078,0.5167,noche,Ineficiente
REG-01427,VIV-01427,2026-07-01,Brasil,Vivienda,75,4,27.0,1755.0,1.0,0.6667,10.1437,304.31,4.0575,228.23,1243.85,BRL,0.0885,0.1724,0.1916,0.5475,noche,Moderado
REG-01428,VIV-01428,2026-07-01,Mexico,Vivienda,40,3,30.0,1970.0,1.0,0.3333,12.9217,387.65,9.6912,290.74,5378.69,MXN,0.1151,0.1431,0.2133,0.5284,noche,Ineficiente
REG-01429,COM-01429,2026-07-01,Colombia,Comercio,94,3,47.0,7665.0,1.0,1.0,69.3283,2079.85,22.1261,1559.89,6395549.0,COP,0.1061,0.4457,0.4195,0.0287,manana,Moderado
REG-01430,VIV-01430,2026-07-01,Brasil,Vivienda,81,2,20.0,1820.0,1.0,0.3333,12.3113,369.34,4.5598,277.0,1509.65,BRL,0.086,0.1347,0.2178,0.5616,noche,Moderado
REG-01431,COM-01431,2026-07-01,Colombia,Comercio,120,11,38.0,8610.0,1.0,1.0,76.1027,2283.08,19.0257,1712.31,7020471.0,COP,0.0898,0.419,0.4242,0.067,tarde,Moderado
REG-01432,VIV-01432,2026-07-01,Mexico,Vivienda,83,1,14.0,1560.0,1.0,0.6667,7.2143,216.43,2.6076,162.32,3002.92,MXN,0.1055,0.1467,0.2503,0.4975,noche,Eficiente
REG-01433,VIV-01433,2026-07-01,Colombia,Vivienda,150,2,19.0,1805.0,1.0,0.3333,12.592,377.76,2.5184,283.32,1161612.0,COP,0.1448,0.1814,0.2153,0.4586,noche,Ineficiente
REG-01434,VIV-01434,2026-07-01,Colombia,Vivienda,51,4,26.0,1740.0,1.0,0.6667,10.3897,311.69,6.1116,233.77,958457.0,COP,0.0922,0.1462,0.231,0.5307,noche,Moderado
REG-01435,VIV-01435,2026-07-01,Peru,Vivienda,87,3,16.0,1590.0,1.0,0.6667,7.926,237.78,2.7331,178.34,668.77,PEN,0.1437,0.17,0.216,0.4703,noche,Eficiente
REG-01436,COM-01436,2026-07-01,Colombia,Comercio,70,6,63.0,8310.0,1.0,1.0,74.4893,2234.68,31.924,1676.01,6871641.0,COP,0.0691,0.3559,0.3675,0.2075,tarde,Ineficiente
REG-01437,COM-01437,2026-07-01,Chile,Comercio,147,6,36.0,8640.0,1.0,0.75,88.4493,2653.48,18.0509,1990.11,1830901.2,CLP,0.0819,0.3889,0.3806,0.1486,manana,Moderado
REG-01438,VIV-01438,2026-07-01,Brasil,Vivienda,121,5,13.0,1545.0,1.0,0.6667,7.6183,228.55,1.8888,171.41,934.18,BRL,0.1081,0.2076,0.2687,0.4156,noche,Eficiente
REG-01439,COM-01439,2026-07-01,Mexico,Comercio,145,6,38.0,7935.0,1.0,0.6667,70.6063,2118.19,14.6082,1588.64,29389.84,MXN,0.1022,0.4143,0.4022,0.0813,manana,Moderado
REG-01440,VIV-01440,2026-07-01,Colombia,Vivienda,82,6,21.0,1835.0,1.0,0.3333,12.5657,376.97,4.5972,282.73,1159193.0,COP,0.1138,0.1348,0.2712,0.4803,noche,Ineficiente
REG-01441,VIV-01441,2026-07-01,Colombia,Vivienda,100,2,21.0,1835.0,1.0,0.3333,12.8903,386.71,3.8671,290.03,1189123.0,COP,0.1317,0.1595,0.2644,0.4445,noche,Ineficiente
REG-01442,COM-01442,2026-07-01,Chile,Comercio,177,6,65.0,8340.0,1.0,0.6667,71.682,2150.46,12.1495,1612.85,1483822.0,CLP,0.0523,0.3605,0.4273,0.1599,tarde,Eficiente
REG-01443,COM-01443,2026-07-01,Argentina,Comercio,41,7,49.0,3865.0,1.0,1.0,32.1667,965.0,23.5366,723.75,687562.5,ARS,0.0651,0.3906,0.4365,0.1079,tarde,Ineficiente
REG-01444,VIV-01444,2026-07-01,Chile,Vivienda,54,5,18.0,1620.0,1.0,0.6667,8.2417,247.25,4.5787,185.44,170604.8,CLP,0.0878,0.1528,0.2051,0.5543,noche,Eficiente
REG-01445,VIV-01445,2026-07-01,Peru,Vivienda,59,2,32.0,1830.0,1.0,0.6667,10.2017,306.05,5.1873,229.54,860.77,PEN,0.1195,0.1744,0.2588,0.4473,noche,Moderado
REG-01446,VIV-01446,2026-07-01,Argentina,Vivienda,60,5,24.0,1880.0,1.0,0.3333,13.9883,419.65,6.9942,314.74,299003.0,ARS,0.1022,0.1493,0.1925,0.556,noche,Ineficiente
REG-01447,COM-01447,2026-07-01,Colombia,Comercio,89,8,37.0,3820.0,1.0,1.0,31.9493,958.48,10.7694,718.86,2947326.0,COP,0.0876,0.3869,0.4158,0.1097,tarde,Eficiente
REG-01448,COM-01448,2026-07-01,Brasil,Comercio,145,3,29.0,8130.0,1.0,0.5,83.475,2504.25,17.2707,1878.19,10236.14,BRL,0.1004,0.3886,0.4409,0.0701,tarde,Moderado
REG-01449,VIV-01449,2026-07-01,Colombia,Vivienda,61,3,17.0,1775.0,1.0,0.3333,11.8897,356.69,5.8474,267.52,1096832.0,COP,0.1471,0.1618,0.1876,0.5035,noche,Moderado
REG-01450,COM-01450,2026-07-01,Peru,Comercio,169,6,55.0,6005.0,1.0,1.0,52.2003,1566.01,9.2663,1174.51,4404.41,PEN,0.085,0.3624,0.3783,0.1743,tarde,Eficiente
REG-01451,VIV-01451,2026-07-01,Chile,Vivienda,117,5,27.0,1925.0,1.0,0.3333,14.2013,426.04,3.6414,319.53,293967.6,CLP,0.0823,0.1274,0.2297,0.5605,noche,Ineficiente
REG-01452,VIV-01452,2026-07-01,Peru,Vivienda,86,6,21.0,1665.0,1.0,0.6667,9.3347,280.04,3.2563,210.03,787.61,PEN,0.1178,0.1803,0.2657,0.4362,noche,Moderado
REG-01453,VIV-01453,2026-07-01,Colombia,Vivienda,83,2,12.0,1530.0,1.0,0.6667,7.0573,211.72,2.5508,158.79,651039.0,COP,0.1515,0.2168,0.2317,0.4,noche,Eficiente
REG-01454,COM-01454,2026-07-01,Brasil,Comercio,80,12,39.0,7310.0,1.0,0.5,75.132,2253.96,28.1745,1690.47,9213.06,BRL,0.1008,0.4295,0.3741,0.0956,manana,Ineficiente
REG-01455,VIV-01455,2026-07-01,Peru,Vivienda,86,6,17.0,1775.0,1.0,0.3333,12.0293,360.88,4.1963,270.66,1014.98,PEN,0.0903,0.1324,0.2205,0.5568,noche,Moderado
REG-01456,COM-01456,2026-07-01,Brasil,Comercio,150,10,37.0,8460.0,1.0,0.6667,75.1117,2253.35,15.0223,1690.01,9210.55,BRL,0.0536,0.3578,0.4292,0.1593,tarde,Moderado
REG-01457,VIV-01457,2026-07-01,Mexico,Vivienda,106,6,25.0,1725.0,1.0,0.6667,8.8767,266.3,2.5123,199.73,3695.0,MXN,0.1292,0.2141,0.2277,0.429,noche,Eficiente
REG-01458,COM-01458,2026-07-01,Peru,Comercio,82,8,32.0,3745.0,1.0,1.0,31.9253,957.76,11.68,718.32,2693.7,PEN,0.0597,0.3669,0.3623,0.2111,manana,Eficiente
REG-01459,COM-01459,2026-07-01,Brasil,Comercio,48,12,56.0,4645.0,1.0,0.6667,41.3787,1241.36,25.8617,931.02,5074.06,BRL,0.0878,0.4371,0.4158,0.0593,manana,Ineficiente
REG-01460,VIV-01460,2026-07-01,Mexico,Vivienda,69,3,15.0,1745.0,1.0,0.3333,11.723,351.69,5.097,263.77,4879.74,MXN,0.141,0.1212,0.2444,0.4934,noche,Moderado
REG-01461,VIV-01461,2026-07-01,Brasil,Vivienda,50,4,16.0,1760.0,1.0,0.3333,12.2223,366.67,7.3334,275.0,1498.75,BRL,0.139,0.1448,0.1971,0.5191,noche,Moderado
REG-01462,VIV-01462,2026-07-01,Peru,Vivienda,62,1,18.0,1620.0,1.0,0.6667,7.5887,227.66,3.6719,170.75,640.31,PEN,0.1473,0.1449,0.2598,0.4479,noche,Eficiente
REG-01463,COM-01463,2026-07-01,Peru,Comercio,72,10,66.0,7445.0,1.0,0.5,76.0633,2281.9,31.6931,1711.43,6417.86,PEN,0.0872,0.3803,0.4121,0.1203,tarde,Ineficiente
REG-01464,COM-01464,2026-07-01,Colombia,Comercio,115,6,51.0,7415.0,1.0,0.75,87.3633,2620.9,22.7904,1965.68,8059288.0,COP,0.0792,0.4325,0.3915,0.0968,manana,Ineficiente
REG-01465,VIV-01465,2026-07-01,Chile,Vivienda,116,4,30.0,1970.0,1.0,0.3333,14.8157,444.47,3.8316,333.35,306682.0,CLP,0.1083,0.1205,0.1903,0.5808,noche,Ineficiente
REG-01466,VIV-01466,2026-07-01,Peru,Vivienda,130,2,25.0,1895.0,1.0,0.3333,12.76,382.8,2.9446,287.1,1076.62,PEN,0.125,0.1511,0.2471,0.4768,noche,Ineficiente
REG-01467,COM-01467,2026-07-01,Peru,Comercio,198,3,51.0,7010.0,1.0,0.75,85.4237,2562.71,12.943,1922.03,7207.61,PEN,0.0843,0.3847,0.3791,0.1519,manana,Moderado
REG-01468,VIV-01468,2026-07-01,Mexico,Vivienda,158,5,30.0,1800.0,1.0,0.6667,8.6777,260.33,1.6477,195.25,3612.12,MXN,0.0859,0.219,0.2654,0.4298,noche,Eficiente
REG-01469,VIV-01469,2026-07-01,Peru,Vivienda,66,6,14.0,1730.0,1.0,0.3333,11.721,351.63,5.3277,263.72,988.95,PEN,0.0808,0.1892,0.2366,0.4934,noche,Moderado
REG-01470,COM-01470,2026-07-01,Argentina,Comercio,181,5,57.0,3715.0,1.0,0.6667,32.861,985.83,5.4466,739.37,702401.5,ARS,0.1002,0.3878,0.3755,0.1366,manana,Eficiente
REG-01471,VIV-01471,2026-07-01,Colombia,Vivienda,48,1,15.0,1745.0,1.0,0.3333,11.409,342.27,7.1306,256.7,1052470.0,COP,0.0986,0.2009,0.2123,0.4882,noche,Moderado
REG-01472,VIV-01472,2026-07-01,Brasil,Vivienda,116,1,19.0,1805.0,1.0,0.3333,12.7297,381.89,3.2922,286.42,1560.99,BRL,0.111,0.1642,0.2232,0.5016,noche,Ineficiente
REG-01473,VIV-01473,2026-07-01,Mexico,Vivienda,98,3,24.0,1710.0,1.0,0.6667,8.4993,254.98,2.6018,191.23,3537.75,MXN,0.0928,0.1267,0.277,0.5036,noche,Eficiente
REG-01474,COM-01474,2026-07-01,Peru,Comercio,188,12,43.0,6635.0,1.0,0.6667,56.9537,1708.61,9.0884,1281.46,4805.48,PEN,0.0935,0.3785,0.4091,0.1189,tarde,Eficiente
REG-01475,VIV-01475,2026-07-01,Chile,Vivienda,130,3,18.0,1620.0,1.0,0.6667,7.7207,231.62,1.7817,173.72,159822.4,CLP,0.112,0.1493,0.2274,0.5113,noche,Eficiente
REG-01476,VIV-01476,2026-07-01,Peru,Vivienda,53,2,18.0,1620.0,1.0,0.6667,8.2393,247.18,4.6638,185.38,695.17,PEN,0.0884,0.1816,0.2532,0.4768,noche,Eficiente
REG-01477,COM-01477,2026-07-01,Mexico,Comercio,152,11,53.0,6650.0,1.0,0.6667,56.928,1707.84,11.2358,1280.88,23696.28,MXN,0.1084,0.4007,0.3953,0.0956,manana,Eficiente
REG-01478,VIV-01478,2026-07-01,Chile,Vivienda,40,6,19.0,1635.0,1.0,0.6667,7.984,239.52,5.988,179.64,165268.8,CLP,0.1261,0.2187,0.254,0.4012,noche,Eficiente
REG-01479,VIV-01479,2026-07-01,Brasil,Vivienda,102,3,30.0,1970.0,1.0,0.3333,13.9003,417.01,4.0883,312.76,1704.54,BRL,0.108,0.1695,0.1811,0.5415,noche,Ineficiente
REG-01480,VIV-01480,2026-07-01,Brasil,Vivienda,100,6,16.0,1590.0,1.0,0.6667,7.5563,226.69,2.2669,170.02,926.61,BRL,0.1279,0.1367,0.2422,0.4933,noche,Eficiente
REG-01481,VIV-01481,2026-07-01,Colombia,Vivienda,53,4,30.0,1970.0,1.0,0.3333,14.6857,440.57,8.3126,330.43,1354763.0,COP,0.1589,0.1691,0.2773,0.3947,noche,Ineficiente
REG-01482,VIV-01482,2026-07-01,Peru,Vivienda,73,1,13.0,1545.0,1.0,0.6667,8.024,240.72,3.2975,180.54,677.02,PEN,0.1382,0.1535,0.2403,0.4679,noche,Eficiente
REG-01483,COM-01483,2026-07-01,Argentina,Comercio,150,3,29.0,3760.0,1.0,0.5,44.1,1323.0,8.82,992.25,942637.5,ARS,0.0527,0.374,0.3741,0.1992,tarde,Eficiente
REG-01484,VIV-01484,2026-07-01,Mexico,Vivienda,103,5,30.0,1800.0,1.0,0.6667,9.0977,272.93,2.6498,204.7,3786.95,MXN,0.1065,0.123,0.2203,0.5502,noche,Eficiente
REG-01485,COM-01485,2026-07-01,Chile,Comercio,140,9,70.0,8820.0,1.0,0.6667,79.4917,2384.75,17.0339,1788.56,1645475.2,CLP,0.1123,0.405,0.4135,0.0691,tarde,Moderado
REG-01486,VIV-01486,2026-07-01,Argentina,Vivienda,83,3,13.0,1545.0,1.0,0.6667,7.412,222.36,2.679,166.77,158431.5,ARS,0.1318,0.1518,0.2762,0.4402,noche,Eficiente
REG-01487,VIV-01487,2026-07-01,Colombia,Vivienda,88,6,13.0,1715.0,1.0,0.3333,12.0893,362.68,4.1214,272.01,1115241.0,COP,0.1577,0.1941,0.261,0.3872,noche,Moderado
REG-01488,VIV-01488,2026-07-01,Argentina,Vivienda,111,4,17.0,1775.0,1.0,0.3333,12.4387,373.16,3.3618,279.87,265876.5,ARS,0.1471,0.1969,0.2743,0.3817,noche,Ineficiente
REG-01489,VIV-01489,2026-07-01,Brasil,Vivienda,109,4,29.0,1785.0,1.0,0.6667,10.5263,315.79,2.8972,236.84,1290.78,BRL,0.1148,0.1288,0.2255,0.531,noche,Moderado
REG-01490,VIV-01490,2026-07-01,Colombia,Vivienda,82,6,30.0,1800.0,1.0,0.6667,9.816,294.48,3.5912,220.86,905526.0,COP,0.0929,0.1622,0.224,0.5209,noche,Moderado
REG-01491,COM-01491,2026-07-01,Mexico,Comercio,128,9,34.0,5380.0,1.0,0.75,69.3917,2081.75,16.2637,1561.31,28884.24,MXN,0.0663,0.398,0.3738,0.1619,manana,Moderado
REG-01492,VIV-01492,2026-07-01,Peru,Vivienda,108,2,28.0,1770.0,1.0,0.6667,9.4273,282.82,2.6187,212.12,795.45,PEN,0.1048,0.1325,0.189,0.5737,noche,Moderado
REG-01493,VIV-01493,2026-07-01,Colombia,Vivienda,40,2,27.0,1755.0,1.0,0.6667,10.2563,307.69,7.6922,230.77,946157.0,COP,0.1224,0.2041,0.1908,0.4827,noche,Moderado
REG-01494,VIV-01494,2026-07-01,Chile,Vivienda,82,3,14.0,1730.0,1.0,0.3333,11.4023,342.07,4.1716,256.55,236026.0,CLP,0.1398,0.2063,0.2722,0.3818,noche,Moderado
REG-01495,VIV-01495,2026-07-01,Mexico,Vivienda,109,3,12.0,1530.0,1.0,0.6667,7.347,220.41,2.0221,165.31,3058.24,MXN,0.1088,0.1913,0.238,0.4619,noche,Eficiente
REG-01496,VIV-01496,2026-07-01,Peru,Vivienda,62,4,25.0,1895.0,1.0,0.3333,13.4843,404.53,6.5247,303.4,1137.75,PEN,0.1291,0.1978,0.2339,0.4391,noche,Ineficiente
REG-01497,VIV-01497,2026-07-01,Argentina,Vivienda,63,6,12.0,1700.0,1.0,0.3333,11.8697,356.09,5.6522,267.07,253716.5,ARS,0.121,0.1595,0.2238,0.4957,noche,Moderado
REG-01498,VIV-01498,2026-07-01,Mexico,Vivienda,122,2,29.0,1955.0,1.0,0.3333,13.7963,413.89,3.3925,310.42,5742.77,MXN,0.124,0.1545,0.1966,0.5249,noche,Ineficiente
REG-01499,COM-01499,2026-07-01,Argentina,Comercio,49,5,31.0,8430.0,1.0,0.75,85.3933,2561.8,52.2816,1921.35,1825282.5,ARS,0.0538,0.3813,0.4014,0.1635,tarde,Ineficiente
REG-01500,VIV-01500,2026-07-01,Argentina,Vivienda,86,1,15.0,1575.0,1.0,0.6667,8.1637,244.91,2.8478,183.68,174496.0,ARS,0.1184,0.1996,0.2179,0.4641,noche,Eficiente
REG-01501,VIV-01501,2026-07-01,Mexico,Vivienda,92,4,22.0,1680.0,1.0,0.6667,9.273,278.19,3.0238,208.64,3859.84,MXN,0.1324,0.1725,0.2303,0.4647,noche,Moderado
REG-01502,VIV-01502,2026-07-01,Argentina,Vivienda,53,6,13.0,1715.0,1.0,0.3333,12.0003,360.01,6.7926,270.01,256509.5,ARS,0.1288,0.1219,0.1856,0.5637,noche,Moderado
REG-01503,COM-01503,2026-07-01,Peru,Comercio,177,12,71.0,8525.0,1.0,0.5,96.6,2898.0,16.3729,2173.5,8150.62,PEN,0.0938,0.4438,0.382,0.0804,manana,Moderado
REG-01504,COM-01504,2026-07-01,Chile,Comercio,88,2,43.0,5285.0,1.0,1.0,48.5287,1455.86,16.5439,1091.89,1004538.8,CLP,0.0643,0.3541,0.4123,0.1694,tarde,Moderado
REG-01505,VIV-01505,2026-07-01,Peru,Vivienda,89,5,21.0,1665.0,1.0,0.6667,8.8217,264.65,2.9736,198.49,744.34,PEN,0.103,0.1939,0.2561,0.447,noche,Eficiente
REG-01506,VIV-01506,2026-07-01,Argentina,Vivienda,44,2,29.0,1955.0,1.0,0.3333,13.9137,417.41,9.4866,313.06,297407.0,ARS,0.1599,0.1758,0.2793,0.3849,noche,Ineficiente
REG-01507,VIV-01507,2026-07-01,Peru,Vivienda,77,2,23.0,1695.0,1.0,0.6667,9.1943,275.83,3.5822,206.87,775.76,PEN,0.1505,0.151,0.2262,0.4723,noche,Eficiente
REG-01508,VIV-01508,2026-07-01,Brasil,Vivienda,109,6,32.0,1830.0,1.0,0.6667,10.98,329.4,3.022,247.05,1346.42,BRL,0.0981,0.1325,0.2403,0.5291,noche,Moderado
REG-01509,VIV-01509,2026-07-01,Colombia,Vivienda,92,6,14.0,1560.0,1.0,0.6667,8.2133,246.4,2.6783,184.8,757680.0,COP,0.1382,0.2077,0.2307,0.4234,noche,Eficiente
REG-01510,VIV-01510,2026-07-01,Colombia,Vivienda,73,2,18.0,1620.0,1.0,0.6667,8.6377,259.13,3.5497,194.35,796835.0,COP,0.1381,0.2082,0.2095,0.4442,noche,Eficiente
REG-01511,VIV-01511,2026-07-01,Brasil,Vivienda,83,6,19.0,1635.0,1.0,0.6667,8.053,241.59,2.9107,181.19,987.49,BRL,0.1257,0.1262,0.2655,0.4826,noche,Eficiente
REG-01512,COM-01512,2026-07-01,Colombia,Comercio,43,11,47.0,5110.0,1.0,0.5,56.0643,1681.93,39.1147,1261.45,5171945.0,COP,0.0783,0.387,0.3647,0.17,manana,Ineficiente
REG-01513,COM-01513,2026-07-01,Argentina,Comercio,199,4,47.0,6350.0,1.0,0.75,68.028,2040.84,10.2555,1530.63,1454098.5,ARS,0.101,0.4078,0.4224,0.0689,tarde,Eficiente
REG-01514,VIV-01514,2026-07-01,Argentina,Vivienda,125,6,28.0,1770.0,1.0,0.6667,9.1697,275.09,2.2007,206.32,196004.0,ARS,0.1305,0.135,0.2575,0.477,noche,Eficiente
REG-01515,VIV-01515,2026-07-01,Mexico,Vivienda,114,5,14.0,1730.0,1.0,0.3333,11.7643,352.93,3.0959,264.7,4896.95,MXN,0.1525,0.1666,0.2316,0.4493,noche,Moderado
REG-01516,COM-01516,2026-07-01,Peru,Comercio,88,11,70.0,6190.0,1.0,0.5,78.828,2364.84,26.8732,1773.63,6651.11,PEN,0.0627,0.4372,0.3668,0.1333,manana,Ineficiente
REG-01517,VIV-01517,2026-07-01,Argentina,Vivienda,75,2,20.0,1650.0,1.0,0.6667,9.0603,271.81,3.6241,203.86,193667.0,ARS,0.1501,0.1296,0.2037,0.5166,noche,Eficiente
REG-01518,VIV-01518,2026-07-01,Chile,Vivienda,107,3,25.0,1895.0,1.0,0.3333,13.8123,414.37,3.8726,310.78,285917.6,CLP,0.1133,0.1414,0.2565,0.4888,noche,Ineficiente
REG-01519,COM-01519,2026-07-01,Mexico,Comercio,187,3,41.0,6125.0,1.0,0.75,65.4787,1964.36,10.5046,1473.27,27255.49,MXN,0.0641,0.3641,0.4314,0.1404,tarde,Eficiente
REG-01520,COM-01520,2026-07-01,Mexico,Comercio,53,12,63.0,9120.0,1.0,0.6667,78.3217,2349.65,44.333,1762.24,32601.44,MXN,0.0921,0.4372,0.3931,0.0776,manana,Ineficiente
REG-01521,VIV-01521,2026-07-01,Colombia,Vivienda,40,3,25.0,1725.0,1.0,0.6667,9.815,294.45,7.3612,220.84,905444.0,COP,0.1197,0.1652,0.192,0.523,noche,Moderado
REG-01522,VIV-01522,2026-07-01,Brasil,Vivienda,112,6,14.0,1560.0,1.0,0.6667,7.5743,227.23,2.0288,170.42,928.79,BRL,0.1015,0.1644,0.2551,0.479,noche,Eficiente
REG-01523,COM-01523,2026-07-01,Mexico,Comercio,58,8,55.0,4090.0,1.0,0.6667,34.7267,1041.8,17.9621,781.35,14454.98,MXN,0.0692,0.3783,0.3714,0.1811,manana,Moderado
REG-01524,COM-01524,2026-07-01,Colombia,Comercio,55,5,44.0,5705.0,1.0,0.6667,51.1777,1535.33,27.9151,1151.5,4721150.0,COP,0.0646,0.3752,0.3573,0.2029,manana,Ineficiente
REG-01525,VIV-01525,2026-07-01,Argentina,Vivienda,40,6,13.0,1715.0,1.0,0.3333,11.3997,341.99,8.5498,256.49,243665.5,ARS,0.0831,0.1231,0.2157,0.5782,noche,Moderado
REG-01526,VIV-01526,2026-07-01,Peru,Vivienda,70,3,21.0,1665.0,1.0,0.6667,8.876,266.28,3.804,199.71,748.91,PEN,0.149,0.1728,0.2175,0.4607,noche,Eficiente
REG-01527,VIV-01527,2026-07-01,Peru,Vivienda,103,6,21.0,1835.0,1.0,0.3333,12.4887,374.66,3.6375,281.0,1053.75,PEN,0.1422,0.182,0.2482,0.4276,noche,Ineficiente
REG-01528,VIV-01528,2026-07-01,Colombia,Vivienda,79,1,31.0,1815.0,1.0,0.6667,9.2433,277.3,3.5101,207.98,852718.0,COP,0.1,0.1431,0.2478,0.509,noche,Moderado
REG-01529,VIV-01529,2026-07-01,Colombia,Vivienda,109,6,27.0,1755.0,1.0,0.6667,9.5963,287.89,2.6412,215.92,885272.0,COP,0.0839,0.1247,0.2147,0.5767,noche,Moderado
REG-01530,VIV-01530,2026-07-01,Mexico,Vivienda,81,5,26.0,1740.0,1.0,0.6667,9.6157,288.47,3.5614,216.35,4002.47,MXN,0.1578,0.1446,0.2462,0.4515,noche,Moderado
REG-01531,VIV-01531,2026-07-01,Peru,Vivienda,94,1,32.0,2000.0,1.0,0.3333,13.935,418.05,4.4473,313.54,1175.78,PEN,0.1123,0.1649,0.2025,0.5203,noche,Ineficiente
REG-01532,VIV-01532,2026-07-01,Colombia,Vivienda,76,3,30.0,1800.0,1.0,0.6667,8.808,264.24,3.4768,198.18,812538.0,COP,0.1343,0.1737,0.1873,0.5047,noche,Eficiente
REG-01533,COM-01533,2026-07-01,Brasil,Comercio,56,6,54.0,5990.0,1.0,1.0,53.9277,1617.83,28.8898,1213.37,6612.87,BRL,0.1004,0.3812,0.3853,0.1331,tarde,Ineficiente
REG-01534,COM-01534,2026-07-01,Chile,Comercio,154,4,43.0,5555.0,1.0,1.0,50.011,1500.33,9.7424,1125.25,1035230.0,CLP,0.0818,0.4151,0.4054,0.0977,manana,Eficiente
REG-01535,VIV-01535,2026-07-01,Chile,Vivienda,98,6,27.0,1755.0,1.0,0.6667,9.87,296.1,3.0214,222.08,204313.6,CLP,0.0809,0.2192,0.2493,0.4505,noche,Moderado
REG-01536,VIV-01536,2026-07-01,Chile,Vivienda,140,4,19.0,1635.0,1.0,0.6667,8.7387,262.16,1.8726,196.62,180890.4,CLP,0.1198,0.1569,0.1908,0.5325,noche,Eficiente
REG-01537,COM-01537,2026-07-01,Chile,Comercio,119,5,48.0,5050.0,1.0,0.75,68.514,2055.42,17.2724,1541.57,1418244.4,CLP,0.0552,0.4341,0.3623,0.1484,manana,Moderado
REG-01538,VIV-01538,2026-07-01,Argentina,Vivienda,89,2,25.0,1725.0,1.0,0.6667,8.4003,252.01,2.8316,189.01,179559.5,ARS,0.1125,0.1303,0.2715,0.4856,noche,Eficiente
REG-01539,VIV-01539,2026-07-01,Argentina,Vivienda,54,4,19.0,1805.0,1.0,0.3333,12.9183,387.55,7.1769,290.66,276127.0,ARS,0.1224,0.2008,0.2297,0.4471,noche,Ineficiente
REG-01540,VIV-01540,2026-07-01,Mexico,Vivienda,65,1,30.0,1970.0,1.0,0.3333,14.106,423.18,6.5105,317.38,5871.53,MXN,0.1144,0.1813,0.1811,0.5232,noche,Ineficiente
REG-01541,VIV-01541,2026-07-01,Peru,Vivienda,62,3,29.0,1955.0,1.0,0.3333,13.108,393.24,6.3426,294.93,1105.99,PEN,0.1217,0.1637,0.2224,0.4923,noche,Ineficiente
REG-01542,VIV-01542,2026-07-01,Mexico,Vivienda,76,3,27.0,1925.0,1.0,0.3333,13.35,400.5,5.2697,300.38,5557.03,MXN,0.1043,0.1996,0.2255,0.4706,noche,Ineficiente
REG-01543,VIV-01543,2026-07-01,Colombia,Vivienda,97,2,29.0,1955.0,1.0,0.3333,14.724,441.72,4.5538,331.29,1358289.0,COP,0.1457,0.134,0.2725,0.4478,noche,Ineficiente
REG-01544,VIV-01544,2026-07-01,Brasil,Vivienda,40,6,14.0,1730.0,1.0,0.3333,11.5463,346.39,8.6597,259.79,1415.86,BRL,0.0952,0.2133,0.2762,0.4153,noche,Moderado
REG-01545,VIV-01545,2026-07-01,Peru,Vivienda,103,1,18.0,1620.0,1.0,0.6667,8.1913,245.74,2.3858,184.31,691.16,PEN,0.127,0.1349,0.1991,0.5389,noche,Eficiente
REG-01546,VIV-01546,2026-07-01,Argentina,Vivienda,48,2,25.0,1725.0,1.0,0.6667,9.6253,288.76,6.0158,216.57,205741.5,ARS,0.0811,0.1507,0.2251,0.5431,noche,Moderado
REG-01547,VIV-01547,2026-07-01,Argentina,Vivienda,70,6,19.0,1635.0,1.0,0.6667,7.854,235.62,3.366,176.72,167884.0,ARS,0.0826,0.1465,0.2623,0.5085,noche,Eficiente
REG-01548,VIV-01548,2026-07-01,Brasil,Vivienda,130,1,28.0,1940.0,1.0,0.3333,12.544,376.32,2.8948,282.24,1538.21,BRL,0.0915,0.2025,0.2082,0.4977,noche,Ineficiente
REG-01549,VIV-01549,2026-07-01,Brasil,Vivienda,95,3,18.0,1790.0,1.0,0.3333,12.816,384.48,4.0472,288.36,1571.56,BRL,0.1155,0.205,0.2091,0.4704,noche,Ineficiente
REG-01550,VIV-01550,2026-07-01,Mexico,Vivienda,137,1,16.0,1590.0,1.0,0.6667,8.0353,241.06,1.7596,180.8,3344.8,MXN,0.148,0.1871,0.2199,0.445,noche,Eficiente
