id_inmueble,consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_inmueble,horas_alto_consumo,superficie_m2,categoria
VIV-00945,371.93,True,24,Casa,6,142,Ineficiente
VIV-00946,304.56,True,26,Casa,6,62,Moderado
COM-00947,1039.07,True,57,Comercio,12,105,Eficiente
VIV-00948,436.54,True,30,Casa,12,96,Ineficiente
VIV-00949,223.25,True,13,Casa,6,120,Eficiente
VIV-00950,296.78,True,26,Casa,6,73,Moderado
VIV-00951,345.06,True,16,Casa,6,74,Moderado
VIV-00952,407.27,True,31,Casa,6,40,Ineficiente
VIV-00953,381.82,True,18,Casa,12,141,Ineficiente
VIV-00954,387.22,True,18,Casa,6,129,Ineficiente
VIV-00955,287.5,True,28,Casa,6,65,Moderado
VIV-00956,365.04,True,22,Casa,6,121,Moderado
VIV-00957,271.65,True,19,Casa,6,100,Eficiente
COM-00958,2653.07,True,46,Comercio,12,135,Moderado
VIV-00959,235.82,True,14,Casa,12,55,Eficiente
COM-00960,2721.79,False,60,Comercio,12,182,Moderado
VIV-00961,347.0,True,12,Casa,12,40,Moderado
VIV-00962,290.74,True,26,Casa,12,57,Moderado
VIV-00963,297.4,True,31,Casa,6,97,Moderado
VIV-00964,213.21,True,12,Casa,6,109,Eficiente
VIV-00965,245.57,True,17,Casa,6,72,Eficiente
VIV-00966,265.5,True,30,Casa,6,113,Eficiente
VIV-00967,280.64,True,20,Casa,12,78,Moderado
COM-00968,2659.05,False,58,Comercio,12,115,Ineficiente
VIV-00969,270.81,True,21,Casa,6,81,Eficiente
VIV-00970,273.72,True,21,Casa,12,90,Eficiente
VIV-00971,267.33,True,23,Casa,6,107,Eficiente
VIV-00972,257.37,True,16,Casa,6,112,Eficiente
VIV-00973,226.01,True,15,Casa,6,72,Eficiente
VIV-00974,251.14,True,18,Casa,6,40,Eficiente
VIV-00975,219.05,True,15,Casa,6,133,Eficiente
VIV-00976,370.26,True,19,Casa,6,85,Moderado
VIV-00977,260.48,True,17,Casa,6,85,Eficiente
VIV-00978,241.58,True,17,Casa,6,86,Eficiente
COM-00979,2334.89,True,61,Comercio,12,111,Moderado
VIV-00980,311.49,True,31,Casa,6,63,Moderado
COM-00981,1559.07,True,36,Comercio,12,109,Moderado
VIV-00982,387.47,True,19,Casa,6,59,Ineficiente
VIV-00983,415.91,True,27,Casa,6,48,Ineficiente
VIV-00984,240.57,True,17,Casa,6,70,Eficiente
VIV-00985,273.75,True,23,Casa,6,129,Eficiente
VIV-00986,342.94,True,14,Casa,6,102,Moderado
VIV-00987,413.41,True,28,Casa,6,87,Ineficiente
VIV-00988,269.36,True,19,Casa,6,70,Eficiente
VIV-00989,223.0,True,13,Casa,6,87,Eficiente
COM-00990,2198.1,True,39,Comercio,12,158,Moderado
VIV-00991,276.48,True,32,Casa,6,102,Moderado
VIV-00992,409.81,True,32,Casa,6,111,Ineficiente
VIV-00993,349.41,True,16,Casa,6,88,Moderado
COM-00994,1185.3,True,68,Comercio,12,150,Eficiente
VIV-00995,355.08,True,16,Casa,6,142,Moderado
VIV-00996,248.75,True,21,Casa,6,96,Eficiente
VIV-00997,386.64,True,30,Casa,6,115,Ineficiente
VIV-00998,293.0,True,28,Casa,6,122,Moderado
VIV-00999,210.65,True,12,Casa,12,151,Eficiente
VIV-01000,375.44,True,26,Casa,6,72,Ineficiente
VIV-01001,379.75,True,29,Casa,6,115,Ineficiente
VIV-01002,363.24,True,22,Casa,6,72,Moderado
VIV-01003,428.45,True,32,Casa,6,60,Ineficiente
COM-01004,1064.93,False,58,Comercio,12,143,Eficiente
VIV-01005,384.3,True,17,Casa,6,79,Ineficiente
VIV-01006,308.97,True,30,Casa,12,106,Moderado
VIV-01007,420.62,True,32,Casa,6,56,Ineficiente
VIV-01008,269.14,True,24,Casa,6,65,Eficiente
COM-01009,938.41,False,48,Comercio,12,92,Eficiente
VIV-01010,246.19,True,15,Casa,12,81,Eficiente
VIV-01011,272.79,True,22,Casa,12,105,Eficiente
COM-01012,2642.83,True,52,Comercio,12,159,Moderado
VIV-01013,267.3,True,26,Casa,6,113,Eficiente
VIV-01014,368.75,True,16,Casa,12,65,Moderado
VIV-01015,388.26,True,22,Casa,12,109,Ineficiente
VIV-01016,250.75,True,20,Casa,6,77,Eficiente
VIV-01017,256.91,True,17,Casa,6,59,Eficiente
VIV-01018,255.61,True,16,Casa,6,132,Eficiente
COM-01019,1083.55,False,39,Comercio,12,120,Eficiente
VIV-01020,377.83,True,25,Casa,6,112,Ineficiente
VIV-01021,287.09,True,31,Casa,6,57,Moderado
COM-01022,2263.95,True,59,Comercio,12,138,Moderado
VIV-01023,273.82,True,30,Casa,12,124,Eficiente
COM-01024,860.76,True,60,Comercio,12,118,Eficiente
VIV-01025,367.97,True,19,Casa,12,79,Moderado
VIV-01026,349.6,True,16,Casa,6,64,Moderado
VIV-01027,280.15,True,20,Casa,6,107,Moderado
VIV-01028,257.04,True,22,Casa,6,100,Eficiente
VIV-01029,350.57,True,18,Casa,6,101,Moderado
VIV-01030,225.72,True,15,Casa,6,94,Eficiente
VIV-01031,232.52,True,14,Casa,6,95,Eficiente
COM-01032,2893.73,True,66,Comercio,12,143,Moderado
VIV-01033,268.21,True,19,Casa,6,118,Eficiente
VIV-01034,399.56,True,25,Casa,6,126,Ineficiente
VIV-01035,252.33,True,16,Casa,6,68,Eficiente
VIV-01036,255.93,True,20,Casa,6,103,Eficiente
VIV-01037,357.62,True,18,Casa,6,110,Moderado
VIV-01038,311.9,True,29,Casa,12,120,Moderado
COM-01039,1691.27,False,67,Comercio,12,87,Moderado
COM-01040,959.37,True,42,Comercio,12,81,Eficiente
VIV-01041,302.0,True,28,Casa,12,76,Moderado
VIV-01042,237.0,True,19,Casa,6,83,Eficiente
VIV-01043,262.22,True,30,Casa,12,55,Eficiente
VIV-01044,385.1,True,29,Casa,6,78,Ineficiente
VIV-01045,264.64,True,31,Casa,6,114,Eficiente
COM-01046,2135.2,False,62,Comercio,12,146,Moderado
VIV-01047,285.98,True,28,Casa,6,63,Moderado
VIV-01048,297.41,True,32,Casa,6,111,Moderado
VIV-01049,300.85,True,29,Casa,6,101,Moderado
VIV-01050,397.85,True,30,Casa,6,90,Ineficiente
VIV-01051,358.58,True,17,Casa,12,96,Moderado
VIV-01052,290.07,True,22,Casa,6,100,Moderado
COM-01053,2913.25,False,73,Comercio,12,183,Moderado
COM-01054,1007.54,True,37,Comercio,12,160,Eficiente
VIV-01055,237.8,True,13,Casa,6,121,Eficiente
VIV-01056,214.56,True,12,Casa,6,67,Eficiente
COM-01057,3422.0,True,68,Comercio,12,89,Ineficiente
COM-01058,1534.15,True,39,Comercio,12,182,Eficiente
VIV-01059,431.17,True,26,Casa,6,117,Ineficiente
VIV-01060,229.55,True,14,Casa,12,115,Eficiente
VIV-01061,226.6,True,17,Casa,12,88,Eficiente
COM-01062,1110.11,True,53,Comercio,12,75,Moderado
VIV-01063,323.08,True,30,Casa,6,81,Moderado
VIV-01064,253.29,True,19,Casa,12,52,Eficiente
COM-01065,950.57,False,39,Comercio,12,116,Eficiente
VIV-01066,399.69,True,32,Casa,6,122,Ineficiente
VIV-01067,256.81,True,16,Casa,12,92,Eficiente
VIV-01068,421.92,True,30,Casa,6,89,Ineficiente
VIV-01069,235.84,True,15,Casa,6,83,Eficiente
VIV-01070,252.21,True,16,Casa,6,107,Eficiente
VIV-01071,392.91,True,20,Casa,12,40,Ineficiente
VIV-01072,415.81,True,25,Casa,6,40,Ineficiente
COM-01073,2736.81,False,40,Comercio,12,148,Moderado
VIV-01074,400.95,True,22,Casa,6,49,Ineficiente
VIV-01075,225.66,True,15,Casa,12,115,Eficiente
VIV-01076,260.27,True,29,Casa,6,63,Eficiente
VIV-01077,305.32,True,27,Casa,12,123,Moderado
VIV-01078,359.31,True,13,Casa,6,116,Moderado
COM-01079,2279.96,True,35,Comercio,12,40,Ineficiente
VIV-01080,217.3,True,14,Casa,6,72,Eficiente
VIV-01081,214.69,True,13,Casa,12,61,Eficiente
VIV-01082,429.32,True,29,Casa,12,85,Ineficiente
VIV-01083,271.71,True,24,Casa,6,112,Eficiente
COM-01084,1023.26,True,54,Comercio,12,172,Eficiente
COM-01085,1237.57,False,58,Comercio,12,159,Eficiente
VIV-01086,314.69,True,32,Casa,6,72,Moderado
COM-01087,1615.73,False,38,Comercio,12,155,Eficiente
VIV-01088,373.39,True,18,Casa,6,90,Ineficiente
COM-01089,1024.41,True,51,Comercio,12,77,Moderado
VIV-01090,234.9,True,17,Casa,6,106,Eficiente
COM-01091,1728.47,False,59,Comercio,12,184,Eficiente
VIV-01092,241.92,True,22,Casa,6,76,Eficiente
VIV-01093,375.86,True,27,Casa,6,130,Ineficiente
VIV-01094,404.66,True,27,Casa,12,101,Ineficiente
VIV-01095,390.42,True,30,Casa,6,58,Ineficiente
VIV-01096,251.12,True,24,Casa,6,76,Eficiente
VIV-01097,425.66,True,26,Casa,6,77,Ineficiente
VIV-01098,350.35,True,13,Casa,6,56,Moderado
VIV-01099,247.01,True,23,Casa,12,133,Eficiente
VIV-01100,221.74,True,15,Casa,6,114,Eficiente
VIV-01101,417.08,True,24,Casa,6,72,Ineficiente
COM-01102,3182.81,True,45,Comercio,12,116,Ineficiente
VIV-01103,254.47,True,20,Casa,12,58,Eficiente
VIV-01104,335.61,True,32,Casa,6,63,Moderado
COM-01105,784.91,False,38,Comercio,12,70,Eficiente
VIV-01106,368.33,True,21,Casa,6,140,Moderado
VIV-01107,325.85,True,31,Casa,6,97,Moderado
VIV-01108,267.95,True,25,Casa,6,100,Eficiente
VIV-01109,396.05,True,32,Casa,6,78,Ineficiente
VIV-01110,363.74,True,18,Casa,12,40,Moderado
VIV-01111,444.78,True,32,Casa,6,89,Ineficiente
COM-01112,1509.23,True,43,Comercio,12,38,Ineficiente
VIV-01113,345.31,True,14,Casa,6,68,Moderado
VIV-01114,234.59,True,13,Casa,12,118,Eficiente
VIV-01115,282.53,True,21,Casa,12,115,Moderado
VIV-01116,273.11,True,20,Casa,12,81,Eficiente
VIV-01117,396.46,True,25,Casa,6,102,Ineficiente
COM-01118,1760.4,False,64,Comercio,12,140,Eficiente
COM-01119,1158.08,False,62,Comercio,12,60,Moderado
COM-01120,2765.39,True,70,Comercio,12,94,Ineficiente
COM-01121,2162.32,False,46,Comercio,12,84,Ineficiente
VIV-01122,246.72,True,15,Casa,6,137,Eficiente
VIV-01123,268.63,True,18,Casa,6,40,Eficiente
COM-01124,2913.43,False,59,Comercio,12,62,Ineficiente
VIV-01125,424.95,True,29,Casa,6,106,Ineficiente
VIV-01126,230.47,True,14,Casa,12,66,Eficiente
VIV-01127,376.99,True,27,Casa,6,56,Ineficiente
VIV-01128,231.61,True,14,Casa,6,123,Eficiente
COM-01129,2035.58,False,32,Comercio,12,149,Moderado
VIV-01130,270.41,True,30,Casa,6,65,Eficiente
VIV-01131,228.96,True,12,Casa,6,50,Eficiente
VIV-01132,280.56,True,29,Casa,6,40,Moderado
VIV-01133,270.81,True,22,Casa,6,50,Eficiente
COM-01134,2116.55,True,47,Comercio,12,111,Moderado
VIV-01135,419.84,True,29,Casa,6,118,Ineficiente
VIV-01136,356.39,True,13,Casa,6,101,Moderado
VIV-01137,219.29,True,13,Casa,6,70,Eficiente
VIV-01138,380.68,True,20,Casa,6,101,Ineficiente
COM-01139,846.07,False,52,Comercio,12,143,Eficiente
VIV-01140,252.92,True,15,Casa,12,140,Eficiente
COM-01141,2618.89,False,44,Comercio,12,147,Moderado
COM-01142,2017.45,True,48,Comercio,12,58,Ineficiente
COM-01143,1141.64,True,52,Comercio,12,129,Eficiente
VIV-01144,375.91,True,18,Casa,6,57,Ineficiente
VIV-01145,254.1,True,16,Casa,12,105,Eficiente
VIV-01146,239.25,True,20,Casa,6,121,Eficiente
VIV-01147,340.2,True,12,Casa,6,90,Moderado
VIV-01148,362.84,True,19,Casa,12,138,Moderado
VIV-01149,384.41,True,19,Casa,6,70,Ineficiente
COM-01150,2484.33,True,35,Comercio,12,97,Ineficiente
VIV-01151,310.45,True,29,Casa,6,62,Moderado
VIV-01152,297.41,True,32,Casa,6,52,Moderado
COM-01153,1986.3,True,30,Comercio,12,176,Eficiente
VIV-01154,355.08,True,16,Casa,6,79,Moderado
VIV-01155,251.83,True,23,Casa,6,103,Eficiente
VIV-01156,244.84,True,16,Casa,12,94,Eficiente
COM-01157,1502.6,False,41,Comercio,12,131,Eficiente
VIV-01158,302.18,True,27,Casa,6,112,Moderado
VIV-01159,361.16,True,20,Casa,12,87,Moderado
VIV-01160,286.96,True,24,Casa,6,42,Moderado
VIV-01161,253.98,True,22,Casa,6,140,Eficiente
VIV-01162,354.27,True,19,Casa,6,58,Moderado
COM-01163,1513.9,True,46,Comercio,12,116,Moderado
VIV-01164,287.46,True,22,Casa,6,87,Moderado
VIV-01165,233.9,True,20,Casa,6,92,Eficiente
COM-01166,983.22,True,54,Comercio,12,132,Eficiente
COM-01167,1095.83,True,34,Comercio,12,88,Eficiente
VIV-01168,393.13,True,23,Casa,6,109,Ineficiente
VIV-01169,346.83,True,15,Casa,6,124,Moderado
COM-01170,2245.59,False,45,Comercio,12,103,Moderado
VIV-01171,286.92,True,30,Casa,6,43,Moderado
VIV-01172,276.26,True,24,Casa,6,106,Eficiente
COM-01173,1095.64,False,54,Comercio,12,83,Moderado
COM-01174,1095.95,True,65,Comercio,12,175,Eficiente
VIV-01175,241.92,True,14,Casa,6,109,Eficiente
VIV-01176,236.9,True,16,Casa,6,119,Eficiente
VIV-01177,416.68,True,28,Casa,12,68,Ineficiente
COM-01178,2882.03,True,60,Comercio,12,93,Ineficiente
VIV-01179,221.57,True,15,Casa,12,107,Eficiente
VIV-01180,255.74,True,25,Casa,6,77,Eficiente
VIV-01181,345.47,True,32,Casa,6,67,Moderado
VIV-01182,307.39,True,25,Casa,12,72,Moderado
COM-01183,965.03,False,36,Comercio,12,160,Eficiente
VIV-01184,226.91,True,13,Casa,6,86,Eficiente
VIV-01185,387.54,True,32,Casa,6,130,Ineficiente
VIV-01186,369.27,True,22,Casa,6,74,Moderado
VIV-01187,440.08,True,28,Casa,12,59,Ineficiente
VIV-01188,405.45,True,28,Casa,12,90,Ineficiente
COM-01189,1592.11,False,34,Comercio,12,65,Ineficiente
VIV-01190,230.31,True,17,Casa,6,90,Eficiente
VIV-01191,428.04,True,32,Casa,6,113,Ineficiente
VIV-01192,455.03,True,31,Casa,6,110,Ineficiente
VIV-01193,390.39,True,21,Casa,6,94,Ineficiente
VIV-01194,355.05,True,12,Casa,6,98,Moderado
VIV-01195,381.71,True,27,Casa,6,75,Ineficiente
COM-01196,2241.47,False,57,Comercio,12,96,Ineficiente
VIV-01197,337.09,True,13,Casa,12,115,Moderado
VIV-01198,374.36,True,20,Casa,6,81,Ineficiente
VIV-01199,318.29,True,30,Casa,12,95,Moderado
VIV-01200,430.61,True,30,Casa,6,40,Ineficiente
VIV-01201,276.17,True,24,Casa,12,62,Eficiente
VIV-01202,282.27,True,21,Casa,6,112,Moderado
COM-01203,2061.01,False,46,Comercio,12,152,Moderado
VIV-01204,342.5,True,15,Casa,6,65,Moderado
VIV-01205,232.52,True,20,Casa,6,110,Eficiente
VIV-01206,427.09,True,30,Casa,12,121,Ineficiente
VIV-01207,382.27,True,21,Casa,6,96,Ineficiente
VIV-01208,257.43,True,28,Casa,6,109,Eficiente
COM-01209,890.76,False,33,Comercio,12,151,Eficiente
VIV-01210,379.31,True,17,Casa,6,91,Ineficiente
VIV-01211,276.2,True,21,Casa,12,93,Eficiente
VIV-01212,281.72,True,25,Casa,6,40,Moderado
COM-01213,1540.58,True,39,Comercio,12,43,Ineficiente
COM-01214,920.72,False,58,Comercio,12,177,Eficiente
VIV-01215,386.21,True,25,Casa,12,103,Ineficiente
VIV-01216,266.98,True,26,Casa,12,119,Eficiente
VIV-01217,240.82,True,19,Casa,12,61,Eficiente
VIV-01218,366.7,True,14,Casa,12,127,Moderado
VIV-01219,352.08,True,18,Casa,6,118,Moderado
VIV-01220,371.64,True,15,Casa,12,66,Ineficiente
VIV-01221,251.5,True,25,Casa,12,105,Eficiente
VIV-01222,340.4,True,14,Casa,6,71,Moderado
VIV-01223,226.89,True,12,Casa,6,78,Eficiente
VIV-01224,420.32,True,31,Casa,12,85,Ineficiente
COM-01225,1692.37,True,57,Comercio,12,176,Eficiente
VIV-01226,368.76,True,21,Casa,6,109,Moderado
VIV-01227,265.65,True,20,Casa,6,123,Eficiente
VIV-01228,257.19,True,28,Casa,6,66,Eficiente
VIV-01229,229.45,True,14,Casa,6,57,Eficiente
VIV-01230,360.29,True,15,Casa,6,68,Moderado
VIV-01231,370.66,True,18,Casa,6,137,Moderado
VIV-01232,352.44,True,12,Casa,6,60,Moderado
VIV-01233,290.48,True,27,Casa,12,73,Moderado
VIV-01234,431.66,True,27,Casa,12,99,Ineficiente
VIV-01235,342.29,True,14,Casa,12,153,Moderado
VIV-01236,316.58,True,31,Casa,6,107,Moderado
VIV-01237,339.39,True,32,Casa,6,56,Moderado
VIV-01238,241.34,True,23,Casa,6,125,Eficiente
COM-01239,2141.69,False,46,Comercio,12,157,Moderado
VIV-01240,380.84,True,29,Casa,6,119,Ineficiente
VIV-01241,275.57,True,29,Casa,12,80,Eficiente
VIV-01242,280.36,True,28,Casa,6,74,Moderado
VIV-01243,406.67,True,30,Casa,12,91,Ineficiente
VIV-01244,260.38,True,21,Casa,6,71,Eficiente
VIV-01245,340.34,True,12,Casa,12,95,Moderado
VIV-01246,282.82,True,23,Casa,6,75,Moderado
VIV-01247,370.73,True,21,Casa,6,67,Moderado
VIV-01248,344.16,True,12,Casa,6,88,Moderado
VIV-01249,385.77,True,21,Casa,6,92,Ineficiente
COM-01250,1675.66,False,57,Comercio,12,127,Moderado
VIV-01251,264.95,True,25,Casa,6,70,Eficiente
VIV-01252,415.72,True,23,Casa,6,76,Ineficiente
VIV-01253,246.73,True,14,Casa,6,57,Eficiente
VIV-01254,365.78,True,14,Casa,12,83,Moderado
VIV-01255,255.97,True,19,Casa,6,106,Eficiente
VIV-01256,382.8,True,25,Casa,6,126,Ineficiente
VIV-01257,288.31,True,28,Casa,12,140,Moderado
COM-01258,1580.99,True,67,Comercio,12,106,Moderado
COM-01259,2773.51,False,55,Comercio,12,31,Ineficiente
VIV-01260,365.62,True,20,Casa,12,107,Moderado
VIV-01261,370.73,True,21,Casa,6,103,Moderado
VIV-01262,374.51,True,15,Casa,6,103,Ineficiente
COM-01263,985.87,True,47,Comercio,12,58,Moderado
COM-01264,1910.08,True,32,Comercio,12,38,Ineficiente
VIV-01265,410.14,True,23,Casa,6,87,Ineficiente
VIV-01266,293.58,True,28,Casa,6,84,Moderado
COM-01267,2227.43,False,46,Comercio,12,74,Ineficiente
VIV-01268,378.77,True,28,Casa,12,112,Ineficiente
VIV-01269,237.85,True,13,Casa,12,67,Eficiente
COM-01270,2623.03,True,38,Comercio,12,92,Ineficiente
COM-01271,1045.58,False,58,Comercio,12,200,Eficiente
VIV-01272,249.91,True,18,Casa,12,76,Eficiente
VIV-01273,257.8,True,20,Casa,6,40,Eficiente
VIV-01274,256.39,True,26,Casa,12,81,Eficiente
VIV-01275,382.14,True,17,Casa,12,101,Ineficiente
VIV-01276,383.03,True,20,Casa,12,95,Ineficiente
COM-01277,2444.33,True,28,Comercio,12,109,Moderado
VIV-01278,415.43,True,23,Casa,6,70,Ineficiente
COM-01279,3375.99,True,54,Comercio,12,101,Ineficiente
VIV-01280,380.74,True,18,Casa,6,115,Ineficiente
COM-01281,1441.0,True,28,Comercio,12,116,Eficiente
COM-01282,2010.38,True,39,Comercio,12,79,Ineficiente
VIV-01283,225.34,True,14,Casa,6,131,Eficiente
COM-01284,3265.97,True,58,Comercio,12,134,Ineficiente
VIV-01285,363.19,True,20,Casa,6,66,Moderado
COM-01286,2119.33,False,55,Comercio,12,118,Moderado
VIV-01287,440.81,True,31,Casa,6,57,Ineficiente
VIV-01288,257.54,True,28,Casa,6,40,Eficiente
VIV-01289,442.32,True,29,Casa,6,63,Ineficiente
VIV-01290,427.62,True,29,Casa,12,71,Ineficiente
COM-01291,2778.16,False,43,Comercio,12,139,Moderado
VIV-01292,366.71,True,21,Casa,6,71,Moderado
VIV-01293,229.09,True,12,Casa,6,49,Eficiente
COM-01294,2680.98,False,60,Comercio,12,70,Ineficiente
VIV-01295,354.84,True,20,Casa,6,43,Moderado
VIV-01296,390.61,True,19,Casa,6,91,Ineficiente
COM-01297,3301.99,False,37,Comercio,12,127,Ineficiente
COM-01298,2212.81,True,36,Comercio,12,180,Eficiente
COM-01299,2050.99,True,49,Comercio,12,162,Eficiente
VIV-01300,407.25,True,22,Casa,6,115,Ineficiente
VIV-01301,283.58,True,23,Casa,6,72,Moderado
COM-01302,1575.58,False,34,Comercio,12,117,Moderado
VIV-01303,278.29,True,20,Casa,6,81,Moderado
VIV-01304,240.77,True,23,Casa,6,125,Eficiente
VIV-01305,364.22,True,19,Casa,6,83,Moderado
VIV-01306,267.99,True,23,Casa,6,84,Eficiente
COM-01307,2114.21,False,67,Comercio,12,154,Moderado
VIV-01308,389.54,True,23,Casa,6,92,Ineficiente
COM-01309,1588.61,True,45,Comercio,12,58,Ineficiente
VIV-01310,366.61,True,15,Casa,6,93,Moderado
VIV-01311,272.75,True,28,Casa,6,111,Eficiente
VIV-01312,236.79,True,12,Casa,6,88,Eficiente
VIV-01313,219.34,True,15,Casa,12,50,Eficiente
VIV-01314,261.25,True,26,Casa,6,93,Eficiente
COM-01315,2157.7,True,65,Comercio,12,126,Moderado
VIV-01316,235.62,True,19,Casa,6,74,Eficiente
VIV-01317,422.66,True,27,Casa,6,40,Ineficiente
VIV-01318,406.04,True,21,Casa,12,147,Ineficiente
VIV-01319,372.13,True,25,Casa,12,61,Ineficiente
VIV-01320,248.17,True,19,Casa,12,78,Eficiente
VIV-01321,414.01,True,24,Casa,6,115,Ineficiente
VIV-01322,265.68,True,26,Casa,12,82,Eficiente
COM-01323,2418.92,True,71,Comercio,12,39,Ineficiente
VIV-01324,385.0,True,30,Casa,6,128,Ineficiente
VIV-01325,348.77,True,14,Casa,6,80,Moderado
COM-01326,1594.77,False,55,Comercio,12,118,Moderado
VIV-01327,361.44,True,16,Casa,12,94,Moderado
VIV-01328,355.03,True,18,Casa,12,121,Moderado
VIV-01329,302.13,True,32,Casa,6,92,Moderado
VIV-01330,238.32,True,21,Casa,6,97,Eficiente
VIV-01331,391.71,True,23,Casa,6,106,Ineficiente
COM-01332,1163.88,False,64,Comercio,12,124,Eficiente
VIV-01333,363.99,True,19,Casa,6,92,Moderado
VIV-01334,269.81,True,19,Casa,6,99,Eficiente
VIV-01335,269.55,True,27,Casa,6,76,Eficiente
VIV-01336,408.49,True,28,Casa,6,100,Ineficiente
COM-01337,2044.49,False,38,Comercio,12,156,Moderado
COM-01338,1573.34,False,41,Comercio,12,130,Eficiente
VIV-01339,373.95,True,22,Casa,6,60,Ineficiente
VIV-01340,366.48,True,17,Casa,12,104,Moderado
COM-01341,1183.23,True,69,Comercio,12,189,Eficiente
VIV-01342,331.27,True,30,Casa,6,83,Moderado
VIV-01343,338.56,True,14,Casa,6,78,Moderado
VIV-01344,238.36,True,14,Casa,6,113,Eficiente
COM-01345,2275.28,False,37,Comercio,12,49,Ineficiente
VIV-01346,343.8,True,12,Casa,6,82,Moderado
COM-01347,1568.19,False,52,Comercio,12,84,Moderado
VIV-01348,256.1,True,17,Casa,12,40,Eficiente
VIV-01349,405.63,True,32,Casa,6,110,Ineficiente
VIV-01350,247.64,True,21,Casa,12,68,Eficiente
COM-01351,2596.79,False,50,Comercio,12,120,Moderado
VIV-01352,344.66,True,32,Casa,6,98,Moderado
VIV-01353,240.06,True,19,Casa,6,54,Eficiente
VIV-01354,339.03,True,31,Casa,12,97,Moderado
VIV-01355,352.71,True,12,Casa,6,62,Moderado
VIV-01356,225.54,True,12,Casa,6,147,Eficiente
VIV-01357,277.05,True,21,Casa,6,65,Moderado
VIV-01358,428.11,True,29,Casa,6,81,Ineficiente
VIV-01359,303.05,True,26,Casa,6,107,Moderado
VIV-01360,404.95,True,25,Casa,6,87,Ineficiente
COM-01361,2560.41,False,35,Comercio,12,38,Ineficiente
COM-01362,1485.22,True,50,Comercio,12,54,Ineficiente
COM-01363,1397.28,True,59,Comercio,12,142,Eficiente
COM-01364,1777.41,False,47,Comercio,12,184,Eficiente
VIV-01365,277.16,True,24,Casa,12,81,Moderado
VIV-01366,381.35,True,28,Casa,6,45,Ineficiente
VIV-01367,421.97,True,32,Casa,6,90,Ineficiente
VIV-01368,351.17,True,16,Casa,6,111,Moderado
VIV-01369,273.35,True,20,Casa,6,101,Eficiente
COM-01370,2100.48,False,56,Comercio,12,46,Ineficiente
VIV-01371,331.15,True,30,Casa,6,137,Moderado
COM-01372,1603.85,True,62,Comercio,12,116,Moderado
COM-01373,1138.3,True,44,Comercio,12,110,Eficiente
COM-01374,2834.3,False,60,Comercio,12,52,Ineficiente
VIV-01375,341.29,True,13,Casa,6,97,Moderado
VIV-01376,424.7,True,24,Casa,6,81,Ineficiente
VIV-01377,398.76,True,24,Casa,12,67,Ineficiente
COM-01378,1649.71,False,37,Comercio,12,56,Ineficiente
COM-01379,1096.04,False,51,Comercio,12,141,Eficiente
COM-01380,1032.91,False,52,Comercio,12,180,Eficiente
VIV-01381,375.8,True,24,Casa,6,87,Ineficiente
VIV-01382,229.34,True,13,Casa,6,117,Eficiente
COM-01383,3502.78,False,62,Comercio,12,160,Moderado
VIV-01384,395.42,True,29,Casa,6,111,Ineficiente
VIV-01385,391.61,True,31,Casa,12,102,Ineficiente
VIV-01386,278.87,True,31,Casa,6,108,Moderado
VIV-01387,365.9,True,15,Casa,12,103,Moderado
VIV-01388,274.14,True,22,Casa,6,96,Eficiente
COM-01389,929.81,True,42,Comercio,12,123,Eficiente
VIV-01390,361.08,True,14,Casa,6,50,Moderado
VIV-01391,280.15,True,20,Casa,6,40,Moderado
VIV-01392,305.53,True,26,Casa,12,92,Moderado
VIV-01393,414.36,True,30,Casa,12,89,Ineficiente
VIV-01394,394.91,True,25,Casa,6,113,Ineficiente
VIV-01395,352.89,True,12,Casa,6,92,Moderado
COM-01396,2234.26,True,47,Comercio,12,34,Ineficiente
VIV-01397,338.32,True,13,Casa,12,135,Moderado
VIV-01398,233.6,True,14,Casa,6,145,Eficiente
VIV-01399,378.94,True,18,Casa,6,103,Ineficiente
COM-01400,2135.52,True,42,Comercio,12,39,Ineficiente
VIV-01401,423.9,True,27,Casa,12,107,Ineficiente
COM-01402,2038.09,True,47,Comercio,12,92,Moderado
COM-01403,2194.24,False,55,Comercio,12,69,Ineficiente
VIV-01404,359.37,True,12,Casa,12,72,Moderado
VIV-01405,248.54,True,18,Casa,12,100,Eficiente
VIV-01406,394.29,True,20,Casa,12,40,Ineficiente
VIV-01407,328.59,True,32,Casa,6,126,Moderado
VIV-01408,304.18,True,30,Casa,6,101,Moderado
VIV-01409,403.88,True,32,Casa,6,105,Ineficiente
VIV-01410,370.01,True,18,Casa,6,67,Moderado
COM-01411,3075.7,True,35,Comercio,12,68,Ineficiente
VIV-01412,309.26,True,27,Casa,6,68,Moderado
COM-01413,951.88,False,34,Comercio,12,41,Ineficiente
VIV-01414,249.94,True,25,Casa,12,80,Eficiente
VIV-01415,258.01,True,28,Casa,6,90,Eficiente
VIV-01416,274.71,True,19,Casa,6,73,Eficiente
VIV-01417,268.36,True,19,Casa,12,93,Eficiente
VIV-01418,369.42,True,19,Casa,6,77,Moderado
VIV-01419,355.46,True,16,Casa,6,83,Moderado
VIV-01420,396.64,True,29,Casa,12,134,Ineficiente
COM-01421,1057.18,False,36,Comercio,12,165,Eficiente
