id_inmueble,tipo_establecimiento,superficie_m2,habitantes_empleados,pais_ubicacion
COM-00659,Comercio,77,10,Brasil
VIV-00660,Vivienda,70,5,Mexico
VIV-00661,Vivienda,89,1,Chile
COM-00662,Comercio,95,4,Argentina
VIV-00663,Vivienda,123,3,Brasil
COM-00664,Comercio,181,9,Peru
COM-00665,Comercio,150,12,Brasil
VIV-00666,Vivienda,69,6,Argentina
COM-00667,Comercio,60,4,Mexico
VIV-00668,Vivienda,78,6,Brasil
COM-00669,Comercio,78,10,Colombia
COM-00670,Comercio,122,2,Mexico
VIV-00671,Vivienda,93,1,Colombia
VIV-00672,Vivienda,113,4,Brasil
VIV-00673,Vivienda,67,3,Argentina
COM-00674,Comercio,140,6,Colombia
VIV-00675,Vivienda,40,3,Brasil
VIV-00676,Vivienda,119,6,Peru
VIV-00677,Vivienda,57,2,Peru
VIV-00678,Vivienda,125,4,Chile
COM-00679,Comercio,161,9,Chile
VIV-00680,Vivienda,85,3,Colombia
VIV-00681,Vivienda,93,1,Argentina
VIV-00682,Vivienda,93,1,Peru
VIV-00683,Vivienda,112,2,Colombia
COM-00684,Comercio,192,8,Argentina
COM-00685,Comercio,90,12,Argentina
COM-00686,Comercio,46,11,Brasil
COM-00687,Comercio,50,9,Chile
VIV-00688,Vivienda,101,4,Mexico
VIV-00689,Vivienda,73,1,Brasil
COM-00690,Comercio,85,10,Colombia
VIV-00691,Vivienda,89,4,Peru
VIV-00692,Vivienda,119,1,Peru
VIV-00693,Vivienda,91,4,Colombia
VIV-00694,Vivienda,110,2,Chile
VIV-00695,Vivienda,88,4,Peru
VIV-00696,Vivienda,72,5,Brasil
VIV-00697,Vivienda,96,2,Argentina
VIV-00698,Vivienda,103,5,Brasil
COM-00699,Comercio,113,4,Colombia
VIV-00700,Vivienda,115,4,Colombia
VIV-00701,Vivienda,87,4,Mexico
VIV-00702,Vivienda,93,1,Chile
VIV-00703,Vivienda,111,5,Peru
VIV-00704,Vivienda,102,4,Argentina
COM-00705,Comercio,179,9,Peru
VIV-00706,Vivienda,40,3,Colombia
VIV-00707,Vivienda,75,6,Peru
VIV-00708,Vivienda,94,6,Chile
COM-00709,Comercio,86,12,Brasil
COM-00710,Comercio,81,3,Brasil
VIV-00711,Vivienda,113,4,Colombia
VIV-00712,Vivienda,72,4,Mexico
VIV-00713,Vivienda,95,2,Brasil
VIV-00714,Vivienda,125,2,Peru
VIV-00715,Vivienda,100,3,Argentina
VIV-00716,Vivienda,85,3,Mexico
VIV-00717,Vivienda,91,1,Chile
VIV-00718,Vivienda,108,6,Argentina
VIV-00719,Vivienda,101,2,Brasil
COM-00720,Comercio,143,2,Mexico
VIV-00721,Vivienda,138,6,Mexico
VIV-00722,Vivienda,44,5,Colombia
VIV-00723,Vivienda,99,4,Peru
VIV-00724,Vivienda,60,2,Colombia
COM-00725,Comercio,58,5,Brasil
VIV-00726,Vivienda,74,1,Mexico
VIV-00727,Vivienda,99,6,Colombia
COM-00728,Comercio,60,12,Peru
VIV-00729,Vivienda,94,3,Colombia
VIV-00730,Vivienda,105,2,Argentina
VIV-00731,Vivienda,50,2,Argentina
COM-00732,Comercio,89,11,Colombia
VIV-00733,Vivienda,129,1,Colombia
VIV-00734,Vivienda,58,3,Peru
VIV-00735,Vivienda,94,4,Chile
COM-00736,Comercio,125,4,Argentina
VIV-00737,Vivienda,117,6,Peru
COM-00738,Comercio,159,10,Mexico
VIV-00739,Vivienda,87,1,Colombia
VIV-00740,Vivienda,85,5,Peru
COM-00741,Comercio,127,9,Chile
VIV-00742,Vivienda,87,1,Chile
VIV-00743,Vivienda,49,5,Mexico
VIV-00744,Vivienda,69,5,Argentina
VIV-00745,Vivienda,127,2,Colombia
COM-00746,Comercio,115,7,Brasil
VIV-00747,Vivienda,115,1,Argentina
VIV-00748,Vivienda,107,2,Mexico
VIV-00749,Vivienda,90,3,Colombia
VIV-00750,Vivienda,149,1,Argentina
VIV-00751,Vivienda,110,2,Mexico
COM-00752,Comercio,196,11,Brasil
COM-00753,Comercio,174,11,Peru
COM-00754,Comercio,131,6,Colombia
VIV-00755,Vivienda,93,6,Peru
VIV-00756,Vivienda,88,4,Colombia
VIV-00757,Vivienda,126,1,Colombia
VIV-00758,Vivienda,122,6,Colombia
VIV-00759,Vivienda,124,5,Brasil
VIV-00760,Vivienda,91,4,Chile
VIV-00761,Vivienda,51,5,Brasil
VIV-00762,Vivienda,100,5,Chile
COM-00763,Comercio,136,4,Chile
COM-00764,Comercio,180,9,Brasil
VIV-00765,Vivienda,111,6,Peru
VIV-00766,Vivienda,57,2,Chile
COM-00767,Comercio,135,12,Argentina
VIV-00768,Vivienda,66,4,Colombia
VIV-00769,Vivienda,74,6,Colombia
VIV-00770,Vivienda,64,1,Colombia
VIV-00771,Vivienda,91,6,Mexico
VIV-00772,Vivienda,77,1,Argentina
VIV-00773,Vivienda,103,1,Brasil
VIV-00774,Vivienda,98,1,Peru
VIV-00775,Vivienda,116,4,Chile
COM-00776,Comercio,118,3,Brasil
VIV-00777,Vivienda,84,2,Peru
VIV-00778,Vivienda,45,3,Peru
VIV-00779,Vivienda,77,4,Colombia
VIV-00780,Vivienda,128,3,Peru
VIV-00781,Vivienda,69,3,Peru
VIV-00782,Vivienda,85,6,Brasil
VIV-00783,Vivienda,71,2,Brasil
VIV-00784,Vivienda,80,6,Argentina
VIV-00785,Vivienda,97,6,Colombia
VIV-00786,Vivienda,89,5,Chile
VIV-00787,Vivienda,90,3,Argentina
VIV-00788,Vivienda,44,1,Brasil
COM-00789,Comercio,141,7,Chile
COM-00790,Comercio,171,10,Mexico
VIV-00791,Vivienda,102,2,Argentina
VIV-00792,Vivienda,77,1,Chile
VIV-00793,Vivienda,75,1,Brasil
VIV-00794,Vivienda,102,1,Peru
VIV-00795,Vivienda,87,2,Peru
VIV-00796,Vivienda,79,3,Mexico
VIV-00797,Vivienda,111,5,Brasil
VIV-00798,Vivienda,116,6,Brasil
VIV-00799,Vivienda,72,3,Argentina
VIV-00800,Vivienda,87,2,Mexico
VIV-00801,Vivienda,76,3,Brasil
VIV-00802,Vivienda,80,4,Argentina
VIV-00803,Vivienda,140,5,Chile
VIV-00804,Vivienda,91,1,Argentina
VIV-00805,Vivienda,70,6,Chile
COM-00806,Comercio,79,3,Mexico
COM-00807,Comercio,180,4,Mexico
VIV-00808,Vivienda,63,6,Brasil
VIV-00809,Vivienda,46,5,Mexico
VIV-00810,Vivienda,60,2,Mexico
COM-00811,Comercio,94,3,Chile
VIV-00812,Vivienda,114,5,Peru
VIV-00813,Vivienda,78,2,Chile
COM-00814,Comercio,85,2,Argentina
VIV-00815,Vivienda,57,1,Peru
COM-00816,Comercio,188,11,Chile
VIV-00817,Vivienda,66,1,Colombia
VIV-00818,Vivienda,63,1,Colombia
VIV-00819,Vivienda,72,6,Colombia
COM-00820,Comercio,150,5,Brasil
VIV-00821,Vivienda,92,3,Chile
COM-00822,Comercio,134,7,Mexico
COM-00823,Comercio,53,3,Brasil
COM-00824,Comercio,135,11,Peru
COM-00825,Comercio,32,8,Colombia
VIV-00826,Vivienda,59,3,Chile
VIV-00827,Vivienda,40,6,Colombia
VIV-00828,Vivienda,92,1,Peru
VIV-00829,Vivienda,95,5,Mexico
VIV-00830,Vivienda,81,5,Chile
VIV-00831,Vivienda,116,2,Argentina
VIV-00832,Vivienda,44,2,Mexico
VIV-00833,Vivienda,115,2,Peru
VIV-00834,Vivienda,80,4,Colombia
VIV-00835,Vivienda,81,3,Argentina
VIV-00836,Vivienda,59,4,Argentina
VIV-00837,Vivienda,109,6,Brasil
VIV-00838,Vivienda,123,3,Colombia
VIV-00839,Vivienda,84,1,Peru
VIV-00840,Vivienda,86,3,Colombia
VIV-00841,Vivienda,71,2,Brasil
VIV-00842,Vivienda,101,3,Brasil
VIV-00843,Vivienda,119,3,Brasil
VIV-00844,Vivienda,118,4,Mexico
VIV-00845,Vivienda,76,4,Argentina
VIV-00846,Vivienda,66,6,Peru
VIV-00847,Vivienda,75,6,Mexico
VIV-00848,Vivienda,111,3,Mexico
COM-00849,Comercio,58,10,Argentina
VIV-00850,Vivienda,42,5,Brasil
VIV-00851,Vivienda,89,1,Chile
VIV-00852,Vivienda,115,6,Argentina
VIV-00853,Vivienda,83,2,Chile
COM-00854,Comercio,52,11,Mexico
VIV-00855,Vivienda,107,4,Colombia
COM-00856,Comercio,118,6,Chile
VIV-00857,Vivienda,59,5,Mexico
VIV-00858,Vivienda,106,5,Argentina
VIV-00859,Vivienda,59,5,Colombia
COM-00860,Comercio,62,10,Mexico
COM-00861,Comercio,189,5,Argentina
COM-00862,Comercio,146,6,Colombia
VIV-00863,Vivienda,95,6,Argentina
VIV-00864,Vivienda,97,2,Peru
COM-00865,Comercio,136,6,Argentina
VIV-00866,Vivienda,101,2,Colombia
VIV-00867,Vivienda,101,6,Peru
VIV-00868,Vivienda,108,4,Colombia
COM-00869,Comercio,89,4,Peru
VIV-00870,Vivienda,87,3,Chile
VIV-00871,Vivienda,93,2,Mexico
VIV-00872,Vivienda,79,1,Mexico
VIV-00873,Vivienda,110,1,Chile
VIV-00874,Vivienda,43,3,Brasil
VIV-00875,Vivienda,40,4,Colombia
VIV-00876,Vivienda,91,6,Colombia
VIV-00877,Vivienda,82,6,Brasil
VIV-00878,Vivienda,57,5,Peru
VIV-00879,Vivienda,103,5,Argentina
COM-00880,Comercio,109,2,Argentina
VIV-00881,Vivienda,80,4,Peru
VIV-00882,Vivienda,77,1,Brasil
VIV-00883,Vivienda,137,4,Brasil
VIV-00884,Vivienda,117,6,Brasil
COM-00885,Comercio,92,4,Mexico
VIV-00886,Vivienda,92,3,Peru
COM-00887,Comercio,200,9,Mexico
VIV-00888,Vivienda,79,1,Mexico
VIV-00889,Vivienda,96,2,Mexico
VIV-00890,Vivienda,118,4,Colombia
COM-00891,Comercio,59,6,Brasil
COM-00892,Comercio,187,7,Peru
VIV-00893,Vivienda,77,1,Peru
VIV-00894,Vivienda,64,1,Chile
VIV-00895,Vivienda,95,1,Argentina
COM-00896,Comercio,164,9,Brasil
VIV-00897,Vivienda,106,1,Argentina
COM-00898,Comercio,112,3,Peru
VIV-00899,Vivienda,107,2,Chile
VIV-00900,Vivienda,121,3,Peru
VIV-00901,Vivienda,67,1,Mexico
VIV-00902,Vivienda,83,1,Mexico
VIV-00903,Vivienda,79,3,Mexico
VIV-00904,Vivienda,80,4,Colombia
COM-00905,Comercio,197,6,Peru
VIV-00906,Vivienda,106,4,Peru
VIV-00907,Vivienda,106,4,Brasil
COM-00908,Comercio,63,8,Chile
VIV-00909,Vivienda,102,2,Peru
VIV-00910,Vivienda,128,4,Mexico
VIV-00911,Vivienda,88,1,Argentina
VIV-00912,Vivienda,61,3,Argentina
COM-00913,Comercio,108,5,Brasil
VIV-00914,Vivienda,123,2,Peru
VIV-00915,Vivienda,179,3,Colombia
VIV-00916,Vivienda,105,1,Mexico
COM-00917,Comercio,125,3,Peru
VIV-00918,Vivienda,112,3,Peru
VIV-00919,Vivienda,92,1,Colombia
VIV-00920,Vivienda,60,1,Argentina
COM-00921,Comercio,36,11,Argentina
VIV-00922,Vivienda,124,5,Argentina
VIV-00923,Vivienda,153,4,Mexico
VIV-00924,Vivienda,101,5,Colombia
VIV-00925,Vivienda,64,1,Brasil
COM-00926,Comercio,95,4,Brasil
VIV-00927,Vivienda,63,6,Argentina
VIV-00928,Vivienda,58,5,Colombia
VIV-00929,Vivienda,87,1,Argentina
VIV-00930,Vivienda,52,2,Peru
VIV-00931,Vivienda,91,1,Argentina
VIV-00932,Vivienda,94,6,Peru
VIV-00933,Vivienda,43,3,Peru
VIV-00934,Vivienda,135,3,Brasil
VIV-00935,Vivienda,122,5,Mexico
VIV-00936,Vivienda,83,1,Colombia
COM-00937,Comercio,185,12,Mexico
VIV-00938,Vivienda,77,3,Mexico
VIV-00939,Vivienda,60,6,Colombia
VIV-00940,Vivienda,93,6,Chile
VIV-00941,Vivienda,109,1,Argentina
COM-00942,Comercio,200,9,Chile
VIV-00943,Vivienda,86,5,Chile
VIV-00944,Vivienda,74,3,Mexico
VIV-00945,Vivienda,142,3,Argentina
VIV-00946,Vivienda,62,6,Peru
COM-00947,Comercio,105,5,Colombia
VIV-00948,Vivienda,96,2,Chile
VIV-00949,Vivienda,120,3,Chile
VIV-00950,Vivienda,73,6,Peru
VIV-00951,Vivienda,74,5,Argentina
VIV-00952,Vivienda,40,3,Mexico
VIV-00953,Vivienda,141,4,Chile
VIV-00954,Vivienda,129,3,Mexico
VIV-00955,Vivienda,65,1,Chile
VIV-00956,Vivienda,121,3,Peru
VIV-00957,Vivienda,100,2,Colombia
COM-00958,Comercio,135,4,Brasil
VIV-00959,Vivienda,55,3,Chile
COM-00960,Comercio,182,5,Peru
VIV-00961,Vivienda,40,2,Argentina
VIV-00962,Vivienda,57,6,Argentina
VIV-00963,Vivienda,97,4,Peru
VIV-00964,Vivienda,109,5,Colombia
VIV-00965,Vivienda,72,2,Mexico
VIV-00966,Vivienda,113,4,Chile
VIV-00967,Vivienda,78,5,Brasil
COM-00968,Comercio,115,4,Brasil
VIV-00969,Vivienda,81,1,Colombia
VIV-00970,Vivienda,90,2,Brasil
VIV-00971,Vivienda,107,5,Brasil
VIV-00972,Vivienda,112,1,Chile
VIV-00973,Vivienda,72,3,Peru
VIV-00974,Vivienda,40,4,Mexico
VIV-00975,Vivienda,133,2,Argentina
VIV-00976,Vivienda,85,4,Peru
VIV-00977,Vivienda,85,4,Mexico
VIV-00978,Vivienda,86,2,Argentina
COM-00979,Comercio,111,10,Chile
VIV-00980,Vivienda,63,3,Colombia
COM-00981,Comercio,109,8,Mexico
VIV-00982,Vivienda,59,1,Argentina
VIV-00983,Vivienda,48,3,Colombia
VIV-00984,Vivienda,70,2,Argentina
VIV-00985,Vivienda,129,1,Argentina
VIV-00986,Vivienda,102,1,Chile
VIV-00987,Vivienda,87,4,Mexico
VIV-00988,Vivienda,70,1,Argentina
VIV-00989,Vivienda,87,6,Mexico
COM-00990,Comercio,158,9,Chile
VIV-00991,Vivienda,102,2,Mexico
VIV-00992,Vivienda,111,4,Chile
VIV-00993,Vivienda,88,2,Peru
COM-00994,Comercio,150,11,Brasil
VIV-00995,Vivienda,142,2,Mexico
VIV-00996,Vivienda,96,5,Chile
VIV-00997,Vivienda,115,5,Peru
VIV-00998,Vivienda,122,1,Colombia
VIV-00999,Vivienda,151,4,Colombia
VIV-01000,Vivienda,72,2,Peru
VIV-01001,Vivienda,115,4,Chile
VIV-01002,Vivienda,72,1,Peru
VIV-01003,Vivienda,60,4,Chile
COM-01004,Comercio,143,7,Chile
VIV-01005,Vivienda,79,4,Peru
VIV-01006,Vivienda,106,5,Chile
VIV-01007,Vivienda,56,3,Argentina
VIV-01008,Vivienda,65,1,Argentina
COM-01009,Comercio,92,3,Brasil
VIV-01010,Vivienda,81,3,Chile
VIV-01011,Vivienda,105,5,Colombia
COM-01012,Comercio,159,3,Chile
VIV-01013,Vivienda,113,3,Colombia
VIV-01014,Vivienda,65,3,Brasil
VIV-01015,Vivienda,109,5,Argentina
VIV-01016,Vivienda,77,2,Chile
VIV-01017,Vivienda,59,2,Brasil
VIV-01018,Vivienda,132,2,Brasil
COM-01019,Comercio,120,11,Peru
VIV-01020,Vivienda,112,4,Argentina
VIV-01021,Vivienda,57,6,Chile
COM-01022,Comercio,138,10,Mexico
VIV-01023,Vivienda,124,3,Peru
COM-01024,Comercio,118,3,Argentina
VIV-01025,Vivienda,79,3,Chile
VIV-01026,Vivienda,64,2,Peru
VIV-01027,Vivienda,107,5,Chile
VIV-01028,Vivienda,100,2,Chile
VIV-01029,Vivienda,101,3,Argentina
VIV-01030,Vivienda,94,5,Colombia
VIV-01031,Vivienda,95,4,Mexico
COM-01032,Comercio,143,11,Colombia
VIV-01033,Vivienda,118,2,Chile
VIV-01034,Vivienda,126,1,Mexico
VIV-01035,Vivienda,68,5,Mexico
VIV-01036,Vivienda,103,4,Peru
VIV-01037,Vivienda,110,4,Mexico
VIV-01038,Vivienda,120,6,Mexico
COM-01039,Comercio,87,6,Mexico
COM-01040,Comercio,81,7,Argentina
VIV-01041,Vivienda,76,2,Brasil
VIV-01042,Vivienda,83,2,Peru
VIV-01043,Vivienda,55,1,Peru
VIV-01044,Vivienda,78,4,Peru
VIV-01045,Vivienda,114,6,Chile
COM-01046,Comercio,146,3,Colombia
VIV-01047,Vivienda,63,3,Chile
VIV-01048,Vivienda,111,4,Peru
VIV-01049,Vivienda,101,6,Argentina
VIV-01050,Vivienda,90,6,Brasil
VIV-01051,Vivienda,96,6,Chile
VIV-01052,Vivienda,100,2,Chile
COM-01053,Comercio,183,10,Brasil
COM-01054,Comercio,160,9,Colombia
VIV-01055,Vivienda,121,6,Chile
VIV-01056,Vivienda,67,4,Chile
COM-01057,Comercio,89,8,Brasil
COM-01058,Comercio,182,6,Brasil
VIV-01059,Vivienda,117,4,Brasil
VIV-01060,Vivienda,115,5,Argentina
VIV-01061,Vivienda,88,3,Colombia
COM-01062,Comercio,75,11,Chile
VIV-01063,Vivienda,81,6,Chile
VIV-01064,Vivienda,52,6,Chile
COM-01065,Comercio,116,5,Argentina
VIV-01066,Vivienda,122,3,Peru
VIV-01067,Vivienda,92,5,Chile
VIV-01068,Vivienda,89,5,Brasil
VIV-01069,Vivienda,83,1,Peru
VIV-01070,Vivienda,107,3,Chile
VIV-01071,Vivienda,40,1,Mexico
VIV-01072,Vivienda,40,5,Brasil
COM-01073,Comercio,148,10,Peru
VIV-01074,Vivienda,49,6,Chile
VIV-01075,Vivienda,115,1,Chile
VIV-01076,Vivienda,63,3,Peru
VIV-01077,Vivienda,123,1,Chile
VIV-01078,Vivienda,116,1,Brasil
COM-01079,Comercio,40,11,Argentina
VIV-01080,Vivienda,72,4,Colombia
VIV-01081,Vivienda,61,2,Mexico
VIV-01082,Vivienda,85,4,Brasil
VIV-01083,Vivienda,112,1,Argentina
COM-01084,Comercio,172,5,Brasil
COM-01085,Comercio,159,11,Argentina
VIV-01086,Vivienda,72,1,Peru
COM-01087,Comercio,155,8,Mexico
VIV-01088,Vivienda,90,6,Chile
COM-01089,Comercio,77,7,Colombia
VIV-01090,Vivienda,106,6,Argentina
COM-01091,Comercio,184,8,Chile
VIV-01092,Vivienda,76,5,Brasil
VIV-01093,Vivienda,130,1,Peru
VIV-01094,Vivienda,101,6,Colombia
VIV-01095,Vivienda,58,5,Peru
VIV-01096,Vivienda,76,2,Mexico
VIV-01097,Vivienda,77,5,Chile
VIV-01098,Vivienda,56,6,Chile
VIV-01099,Vivienda,133,4,Mexico
VIV-01100,Vivienda,114,1,Peru
VIV-01101,Vivienda,72,1,Peru
COM-01102,Comercio,116,6,Colombia
VIV-01103,Vivienda,58,5,Mexico
VIV-01104,Vivienda,63,1,Brasil
COM-01105,Comercio,70,2,Colombia
VIV-01106,Vivienda,140,5,Chile
VIV-01107,Vivienda,97,1,Peru
VIV-01108,Vivienda,100,6,Mexico
VIV-01109,Vivienda,78,4,Mexico
VIV-01110,Vivienda,40,2,Mexico
VIV-01111,Vivienda,89,2,Peru
COM-01112,Comercio,38,6,Chile
VIV-01113,Vivienda,68,2,Argentina
VIV-01114,Vivienda,118,4,Mexico
VIV-01115,Vivienda,115,2,Argentina
VIV-01116,Vivienda,81,3,Brasil
VIV-01117,Vivienda,102,5,Mexico
COM-01118,Comercio,140,12,Mexico
COM-01119,Comercio,60,9,Colombia
COM-01120,Comercio,94,9,Colombia
COM-01121,Comercio,84,9,Peru
VIV-01122,Vivienda,137,4,Brasil
VIV-01123,Vivienda,40,4,Argentina
COM-01124,Comercio,62,11,Mexico
VIV-01125,Vivienda,106,5,Peru
VIV-01126,Vivienda,66,3,Argentina
VIV-01127,Vivienda,56,4,Peru
VIV-01128,Vivienda,123,2,Argentina
COM-01129,Comercio,149,4,Peru
VIV-01130,Vivienda,65,2,Colombia
VIV-01131,Vivienda,50,6,Mexico
VIV-01132,Vivienda,40,6,Argentina
VIV-01133,Vivienda,50,6,Colombia
COM-01134,Comercio,111,8,Argentina
VIV-01135,Vivienda,118,4,Brasil
VIV-01136,Vivienda,101,3,Chile
VIV-01137,Vivienda,70,4,Argentina
VIV-01138,Vivienda,101,5,Chile
COM-01139,Comercio,143,3,Argentina
VIV-01140,Vivienda,140,4,Brasil
COM-01141,Comercio,147,5,Brasil
COM-01142,Comercio,58,4,Colombia
COM-01143,Comercio,129,10,Colombia
VIV-01144,Vivienda,57,4,Mexico
VIV-01145,Vivienda,105,2,Brasil
VIV-01146,Vivienda,121,3,Colombia
VIV-01147,Vivienda,90,3,Brasil
VIV-01148,Vivienda,138,2,Brasil
VIV-01149,Vivienda,70,4,Peru
COM-01150,Comercio,97,2,Chile
VIV-01151,Vivienda,62,5,Mexico
VIV-01152,Vivienda,52,5,Brasil
COM-01153,Comercio,176,2,Brasil
VIV-01154,Vivienda,79,6,Chile
VIV-01155,Vivienda,103,5,Brasil
VIV-01156,Vivienda,94,4,Argentina
COM-01157,Comercio,131,6,Colombia
VIV-01158,Vivienda,112,2,Peru
VIV-01159,Vivienda,87,3,Brasil
VIV-01160,Vivienda,42,6,Chile
VIV-01161,Vivienda,140,5,Mexico
VIV-01162,Vivienda,58,2,Brasil
COM-01163,Comercio,116,3,Mexico
VIV-01164,Vivienda,87,4,Mexico
VIV-01165,Vivienda,92,2,Chile
COM-01166,Comercio,132,6,Peru
COM-01167,Comercio,88,12,Argentina
VIV-01168,Vivienda,109,3,Mexico
VIV-01169,Vivienda,124,2,Peru
COM-01170,Comercio,103,12,Mexico
VIV-01171,Vivienda,43,5,Colombia
VIV-01172,Vivienda,106,2,Peru
COM-01173,Comercio,83,8,Brasil
COM-01174,Comercio,175,8,Argentina
VIV-01175,Vivienda,109,4,Argentina
VIV-01176,Vivienda,119,3,Chile
VIV-01177,Vivienda,68,3,Colombia
COM-01178,Comercio,93,9,Argentina
VIV-01179,Vivienda,107,5,Chile
VIV-01180,Vivienda,77,5,Mexico
VIV-01181,Vivienda,67,2,Chile
VIV-01182,Vivienda,72,6,Chile
COM-01183,Comercio,160,6,Chile
VIV-01184,Vivienda,86,2,Mexico
VIV-01185,Vivienda,130,4,Mexico
VIV-01186,Vivienda,74,5,Peru
VIV-01187,Vivienda,59,5,Mexico
VIV-01188,Vivienda,90,6,Peru
COM-01189,Comercio,65,9,Peru
VIV-01190,Vivienda,90,2,Colombia
VIV-01191,Vivienda,113,4,Brasil
VIV-01192,Vivienda,110,2,Chile
VIV-01193,Vivienda,94,5,Brasil
VIV-01194,Vivienda,98,2,Brasil
VIV-01195,Vivienda,75,5,Peru
COM-01196,Comercio,96,9,Argentina
VIV-01197,Vivienda,115,2,Peru
VIV-01198,Vivienda,81,5,Colombia
VIV-01199,Vivienda,95,1,Brasil
VIV-01200,Vivienda,40,4,Brasil
VIV-01201,Vivienda,62,4,Argentina
VIV-01202,Vivienda,112,4,Mexico
COM-01203,Comercio,152,2,Colombia
VIV-01204,Vivienda,65,1,Chile
VIV-01205,Vivienda,110,3,Peru
VIV-01206,Vivienda,121,2,Brasil
VIV-01207,Vivienda,96,4,Peru
VIV-01208,Vivienda,109,5,Peru
COM-01209,Comercio,151,5,Colombia
VIV-01210,Vivienda,91,3,Chile
VIV-01211,Vivienda,93,3,Mexico
VIV-01212,Vivienda,40,4,Brasil
COM-01213,Comercio,43,7,Brasil
COM-01214,Comercio,177,5,Argentina
VIV-01215,Vivienda,103,3,Argentina
VIV-01216,Vivienda,119,3,Chile
VIV-01217,Vivienda,61,5,Peru
VIV-01218,Vivienda,127,2,Peru
VIV-01219,Vivienda,118,2,Chile
VIV-01220,Vivienda,66,1,Brasil
VIV-01221,Vivienda,105,1,Chile
VIV-01222,Vivienda,71,2,Peru
VIV-01223,Vivienda,78,1,Peru
VIV-01224,Vivienda,85,5,Peru
COM-01225,Comercio,176,8,Argentina
VIV-01226,Vivienda,109,6,Colombia
VIV-01227,Vivienda,123,4,Mexico
VIV-01228,Vivienda,66,5,Chile
VIV-01229,Vivienda,57,4,Peru
VIV-01230,Vivienda,68,2,Colombia
VIV-01231,Vivienda,137,6,Colombia
VIV-01232,Vivienda,60,1,Chile
VIV-01233,Vivienda,73,5,Peru
VIV-01234,Vivienda,99,4,Argentina
VIV-01235,Vivienda,153,4,Peru
VIV-01236,Vivienda,107,3,Chile
VIV-01237,Vivienda,56,6,Chile
VIV-01238,Vivienda,125,2,Peru
COM-01239,Comercio,157,6,Chile
VIV-01240,Vivienda,119,4,Chile
VIV-01241,Vivienda,80,2,Chile
VIV-01242,Vivienda,74,2,Brasil
VIV-01243,Vivienda,91,3,Chile
VIV-01244,Vivienda,71,4,Mexico
VIV-01245,Vivienda,95,2,Mexico
VIV-01246,Vivienda,75,5,Colombia
VIV-01247,Vivienda,67,2,Colombia
VIV-01248,Vivienda,88,4,Chile
VIV-01249,Vivienda,92,3,Mexico
COM-01250,Comercio,127,8,Brasil
VIV-01251,Vivienda,70,6,Chile
VIV-01252,Vivienda,76,6,Mexico
VIV-01253,Vivienda,57,6,Colombia
VIV-01254,Vivienda,83,6,Argentina
VIV-01255,Vivienda,106,5,Brasil
VIV-01256,Vivienda,126,1,Argentina
VIV-01257,Vivienda,140,6,Argentina
COM-01258,Comercio,106,6,Peru
COM-01259,Comercio,31,6,Chile
VIV-01260,Vivienda,107,5,Colombia
VIV-01261,Vivienda,103,3,Colombia
VIV-01262,Vivienda,103,6,Brasil
COM-01263,Comercio,58,7,Argentina
COM-01264,Comercio,38,2,Peru
VIV-01265,Vivienda,87,2,Colombia
VIV-01266,Vivienda,84,3,Argentina
COM-01267,Comercio,74,7,Chile
VIV-01268,Vivienda,112,4,Colombia
VIV-01269,Vivienda,67,3,Brasil
COM-01270,Comercio,92,7,Argentina
COM-01271,Comercio,200,7,Mexico
VIV-01272,Vivienda,76,1,Mexico
VIV-01273,Vivienda,40,6,Colombia
VIV-01274,Vivienda,81,2,Argentina
VIV-01275,Vivienda,101,3,Argentina
VIV-01276,Vivienda,95,1,Mexico
COM-01277,Comercio,109,3,Brasil
VIV-01278,Vivienda,70,2,Mexico
COM-01279,Comercio,101,11,Colombia
VIV-01280,Vivienda,115,6,Brasil
COM-01281,Comercio,116,4,Brasil
COM-01282,Comercio,79,4,Colombia
VIV-01283,Vivienda,131,6,Brasil
COM-01284,Comercio,134,4,Chile
VIV-01285,Vivienda,66,1,Brasil
COM-01286,Comercio,118,6,Chile
VIV-01287,Vivienda,57,3,Argentina
VIV-01288,Vivienda,40,6,Chile
VIV-01289,Vivienda,63,1,Argentina
VIV-01290,Vivienda,71,2,Chile
COM-01291,Comercio,139,11,Argentina
VIV-01292,Vivienda,71,1,Mexico
VIV-01293,Vivienda,49,2,Peru
COM-01294,Comercio,70,2,Mexico
VIV-01295,Vivienda,43,4,Mexico
VIV-01296,Vivienda,91,2,Mexico
COM-01297,Comercio,127,10,Chile
COM-01298,Comercio,180,9,Mexico
COM-01299,Comercio,162,3,Argentina
VIV-01300,Vivienda,115,6,Colombia
VIV-01301,Vivienda,72,1,Colombia
COM-01302,Comercio,117,9,Argentina
VIV-01303,Vivienda,81,1,Chile
VIV-01304,Vivienda,125,3,Brasil
VIV-01305,Vivienda,83,4,Chile
VIV-01306,Vivienda,84,2,Colombia
COM-01307,Comercio,154,8,Argentina
VIV-01308,Vivienda,92,1,Colombia
COM-01309,Comercio,58,8,Brasil
VIV-01310,Vivienda,93,2,Brasil
VIV-01311,Vivienda,111,5,Colombia
VIV-01312,Vivienda,88,6,Peru
VIV-01313,Vivienda,50,5,Argentina
VIV-01314,Vivienda,93,3,Peru
COM-01315,Comercio,126,6,Brasil
VIV-01316,Vivienda,74,2,Peru
VIV-01317,Vivienda,40,5,Peru
