id_equipo,id_inmueble,tipo_equipo,cantidad_equipos,potencia_watts,tecnologia_inverter,horas_uso_estimadas_dia,consumo_kwh_dia_equipo
EQ-01140,VIV-00368,Refrigeracion,1,180,True,24.0,4.32
EQ-01141,VIV-00368,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01142,VIV-00369,Iluminacion,11,15,True,8.21,1.3547
EQ-01143,VIV-00369,Refrigeracion,1,180,True,24.0,4.32
EQ-01144,VIV-00369,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01145,VIV-00370,Iluminacion,11,15,True,11.35,1.8728
EQ-01146,VIV-00370,Refrigeracion,1,350,False,24.0,8.4
EQ-01147,VIV-00370,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01148,VIV-00371,Iluminacion,22,15,True,6.43,2.1219
EQ-01149,VIV-00371,Refrigeracion,1,350,False,24.0,8.4
EQ-01150,VIV-00371,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01151,COM-00372,Iluminacion,27,15,True,7.44,3.0132
EQ-01152,COM-00372,Climatizacion,2,2200,True,9.0,39.6
EQ-01153,COM-00372,Computacion,12,150,True,8.0,14.4
EQ-01154,COM-00372,Refrigeracion,1,750,False,24.0,18.0
EQ-01155,VIV-00373,Iluminacion,15,15,True,8.06,1.8135
EQ-01156,VIV-00373,Refrigeracion,1,180,True,24.0,4.32
EQ-01157,VIV-00373,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01158,VIV-00374,Iluminacion,26,15,True,9.82,3.8298
EQ-01159,VIV-00374,Refrigeracion,1,180,True,24.0,4.32
EQ-01160,VIV-00374,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01161,COM-00375,Iluminacion,29,15,True,6.87,2.9885
EQ-01162,COM-00375,Climatizacion,2,2200,True,9.0,39.6
EQ-01163,COM-00375,Computacion,2,150,True,8.0,2.4
EQ-01164,COM-00376,Iluminacion,40,15,True,11.41,6.846
EQ-01165,COM-00376,Climatizacion,3,2200,False,9.0,59.4
EQ-01166,COM-00376,Computacion,10,150,True,8.0,12.0
EQ-01167,COM-00377,Iluminacion,44,15,True,11.44,7.5504
EQ-01168,COM-00377,Climatizacion,2,2200,False,9.0,39.6
EQ-01169,COM-00377,Computacion,7,150,True,8.0,8.4
EQ-01170,COM-00377,Refrigeracion,2,750,False,24.0,36.0
EQ-01171,VIV-00378,Iluminacion,25,15,True,9.36,3.51
EQ-01172,VIV-00378,Refrigeracion,1,180,True,24.0,4.32
EQ-01173,VIV-00378,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01174,COM-00379,Iluminacion,29,15,True,10.78,4.6893
EQ-01175,COM-00379,Climatizacion,2,2200,True,9.0,39.6
EQ-01176,COM-00379,Computacion,11,150,True,8.0,13.2
EQ-01177,VIV-00380,Iluminacion,11,15,True,9.35,1.5428
EQ-01178,VIV-00380,Refrigeracion,1,350,False,24.0,8.4
EQ-01179,VIV-00380,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01180,VIV-00381,Iluminacion,12,15,True,11.41,2.0538
EQ-01181,VIV-00381,Refrigeracion,1,350,False,24.0,8.4
EQ-01182,VIV-00381,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01183,VIV-00382,Iluminacion,30,15,True,8.94,4.023
EQ-01184,VIV-00382,Refrigeracion,1,350,False,24.0,8.4
EQ-01185,VIV-00382,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01186,VIV-00383,Iluminacion,26,15,True,6.27,2.4453
EQ-01187,VIV-00383,Refrigeracion,1,350,False,24.0,8.4
EQ-01188,VIV-00383,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01189,VIV-00384,Iluminacion,11,15,True,6.03,0.995
EQ-01190,VIV-00384,Refrigeracion,1,180,True,24.0,4.32
EQ-01191,VIV-00384,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01192,COM-00385,Iluminacion,58,15,True,10.1,8.787
EQ-01193,COM-00385,Climatizacion,3,2200,True,9.0,59.4
EQ-01194,COM-00385,Computacion,6,150,True,8.0,7.2
EQ-01195,COM-00385,Refrigeracion,2,750,False,24.0,36.0
EQ-01196,COM-00386,Iluminacion,40,15,True,10.43,6.258
EQ-01197,COM-00386,Climatizacion,3,2200,True,9.0,59.4
EQ-01198,COM-00386,Computacion,8,150,True,8.0,9.6
EQ-01199,VIV-00387,Iluminacion,25,15,True,10.18,3.8175
EQ-01200,VIV-00387,Refrigeracion,1,180,True,24.0,4.32
EQ-01201,VIV-00387,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01202,VIV-00388,Iluminacion,19,15,True,8.54,2.4339
EQ-01203,VIV-00388,Refrigeracion,1,350,False,24.0,8.4
EQ-01204,VIV-00388,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01205,COM-00389,Iluminacion,56,15,True,11.86,9.9624
EQ-01206,COM-00389,Climatizacion,3,2200,False,9.0,59.4
EQ-01207,COM-00389,Computacion,10,150,True,8.0,12.0
EQ-01208,VIV-00390,Iluminacion,19,15,True,6.67,1.901
EQ-01209,VIV-00390,Refrigeracion,1,180,True,24.0,4.32
EQ-01210,VIV-00390,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01211,VIV-00391,Iluminacion,12,15,True,11.92,2.1456
EQ-01212,VIV-00391,Refrigeracion,1,350,False,24.0,8.4
EQ-01213,VIV-00391,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01214,VIV-00392,Iluminacion,24,15,True,8.12,2.9232
EQ-01215,VIV-00392,Refrigeracion,1,180,True,24.0,4.32
EQ-01216,VIV-00392,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01217,COM-00393,Iluminacion,36,15,True,9.97,5.3838
EQ-01218,COM-00393,Climatizacion,3,2200,False,9.0,59.4
EQ-01219,COM-00393,Computacion,8,150,True,8.0,9.6
EQ-01220,COM-00393,Refrigeracion,2,750,False,24.0,36.0
EQ-01221,VIV-00394,Iluminacion,15,15,True,11.59,2.6077
EQ-01222,VIV-00394,Refrigeracion,1,350,False,24.0,8.4
EQ-01223,VIV-00394,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01224,VIV-00395,Iluminacion,11,15,True,7.15,1.1798
EQ-01225,VIV-00395,Refrigeracion,1,350,False,24.0,8.4
EQ-01226,VIV-00395,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01227,VIV-00396,Iluminacion,23,15,True,6.79,2.3426
EQ-01228,VIV-00396,Refrigeracion,1,350,False,24.0,8.4
EQ-01229,VIV-00396,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01230,COM-00397,Iluminacion,36,15,True,7.29,3.9366
EQ-01231,COM-00397,Climatizacion,2,2200,True,9.0,39.6
EQ-01232,COM-00397,Computacion,4,150,True,8.0,4.8
EQ-01233,VIV-00398,Iluminacion,30,15,True,8.47,3.8115
EQ-01234,VIV-00398,Refrigeracion,1,350,False,24.0,8.4
EQ-01235,VIV-00398,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01236,VIV-00399,Iluminacion,10,15,True,7.79,1.1685
EQ-01237,VIV-00399,Refrigeracion,1,350,False,24.0,8.4
EQ-01238,VIV-00399,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01239,VIV-00400,Iluminacion,30,15,True,10.42,4.689
EQ-01240,VIV-00400,Refrigeracion,1,180,True,24.0,4.32
EQ-01241,VIV-00400,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01242,VIV-00401,Iluminacion,18,15,True,6.14,1.6578
EQ-01243,VIV-00401,Refrigeracion,1,180,True,24.0,4.32
EQ-01244,VIV-00401,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01245,VIV-00402,Iluminacion,28,15,True,11.22,4.7124
EQ-01246,VIV-00402,Refrigeracion,1,180,True,24.0,4.32
EQ-01247,VIV-00402,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01248,VIV-00403,Iluminacion,27,15,True,8.33,3.3736
EQ-01249,VIV-00403,Refrigeracion,1,350,False,24.0,8.4
EQ-01250,VIV-00403,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01251,COM-00404,Iluminacion,29,15,True,8.25,3.5888
EQ-01252,COM-00404,Climatizacion,1,2200,True,9.0,19.8
EQ-01253,COM-00404,Computacion,5,150,True,8.0,6.0
EQ-01254,COM-00405,Iluminacion,34,15,True,10.76,5.4876
EQ-01255,COM-00405,Climatizacion,1,2200,True,9.0,19.8
EQ-01256,COM-00405,Computacion,4,150,True,8.0,4.8
EQ-01257,COM-00406,Iluminacion,44,15,True,11.97,7.9002
EQ-01258,COM-00406,Climatizacion,2,2200,True,9.0,39.6
EQ-01259,COM-00406,Computacion,10,150,True,8.0,12.0
EQ-01260,VIV-00407,Iluminacion,15,15,True,7.73,1.7392
EQ-01261,VIV-00407,Refrigeracion,1,180,True,24.0,4.32
EQ-01262,VIV-00407,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01263,COM-00408,Iluminacion,21,15,True,11.48,3.6162
EQ-01264,COM-00408,Climatizacion,2,2200,True,9.0,39.6
EQ-01265,COM-00408,Computacion,12,150,True,8.0,14.4
EQ-01266,COM-00408,Refrigeracion,1,750,False,24.0,18.0
EQ-01267,VIV-00409,Iluminacion,19,15,True,6.61,1.8839
EQ-01268,VIV-00409,Refrigeracion,1,350,False,24.0,8.4
EQ-01269,VIV-00409,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01270,COM-00410,Iluminacion,26,15,True,6.03,2.3517
EQ-01271,COM-00410,Climatizacion,3,2200,False,9.0,59.4
EQ-01272,COM-00410,Computacion,10,150,True,8.0,12.0
EQ-01273,COM-00410,Refrigeracion,1,750,False,24.0,18.0
EQ-01274,VIV-00411,Iluminacion,15,15,True,10.18,2.2905
EQ-01275,VIV-00411,Refrigeracion,1,180,True,24.0,4.32
EQ-01276,VIV-00411,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01277,VIV-00412,Iluminacion,30,15,True,9.37,4.2165
EQ-01278,VIV-00412,Refrigeracion,1,350,False,24.0,8.4
EQ-01279,VIV-00412,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01280,VIV-00413,Iluminacion,23,15,True,9.24,3.1878
EQ-01281,VIV-00413,Refrigeracion,1,350,False,24.0,8.4
EQ-01282,VIV-00413,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01283,VIV-00414,Iluminacion,29,15,True,8.81,3.8324
EQ-01284,VIV-00414,Refrigeracion,1,350,False,24.0,8.4
EQ-01285,VIV-00414,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01286,VIV-00415,Iluminacion,17,15,True,10.83,2.7616
EQ-01287,VIV-00415,Refrigeracion,1,350,False,24.0,8.4
EQ-01288,VIV-00415,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01289,VIV-00416,Iluminacion,16,15,True,11.13,2.6712
EQ-01290,VIV-00416,Refrigeracion,1,180,True,24.0,4.32
EQ-01291,VIV-00416,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01292,VIV-00417,Iluminacion,17,15,True,8.22,2.0961
EQ-01293,VIV-00417,Refrigeracion,1,180,True,24.0,4.32
EQ-01294,VIV-00417,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01295,VIV-00418,Iluminacion,23,15,True,6.15,2.1218
EQ-01296,VIV-00418,Refrigeracion,1,180,True,24.0,4.32
EQ-01297,VIV-00418,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01298,VIV-00419,Iluminacion,18,15,True,10.15,2.7405
EQ-01299,VIV-00419,Refrigeracion,1,350,False,24.0,8.4
EQ-01300,VIV-00419,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01301,VIV-00420,Iluminacion,30,15,True,8.33,3.7485
EQ-01302,VIV-00420,Refrigeracion,1,350,False,24.0,8.4
EQ-01303,VIV-00420,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01304,COM-00421,Iluminacion,32,15,True,6.93,3.3264
EQ-01305,COM-00421,Climatizacion,2,2200,True,9.0,39.6
EQ-01306,COM-00421,Computacion,11,150,True,8.0,13.2
EQ-01307,VIV-00422,Iluminacion,21,15,True,11.58,3.6477
EQ-01308,VIV-00422,Refrigeracion,1,350,False,24.0,8.4
EQ-01309,VIV-00422,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01310,VIV-00423,Iluminacion,14,15,True,6.27,1.3167
EQ-01311,VIV-00423,Refrigeracion,1,350,False,24.0,8.4
EQ-01312,VIV-00423,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01313,VIV-00424,Iluminacion,29,15,True,6.49,2.8232
EQ-01314,VIV-00424,Refrigeracion,1,350,False,24.0,8.4
EQ-01315,VIV-00424,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01316,VIV-00425,Iluminacion,21,15,True,7.13,2.2459
EQ-01317,VIV-00425,Refrigeracion,1,180,True,24.0,4.32
EQ-01318,VIV-00425,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01319,VIV-00426,Iluminacion,24,15,True,7.18,2.5848
EQ-01320,VIV-00426,Refrigeracion,1,350,False,24.0,8.4
EQ-01321,VIV-00426,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01322,VIV-00427,Iluminacion,27,15,True,9.43,3.8192
EQ-01323,VIV-00427,Refrigeracion,1,350,False,24.0,8.4
EQ-01324,VIV-00427,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01325,COM-00428,Iluminacion,35,15,True,6.28,3.297
EQ-01326,COM-00428,Climatizacion,3,2200,False,9.0,59.4
EQ-01327,COM-00428,Computacion,12,150,True,8.0,14.4
EQ-01328,VIV-00429,Iluminacion,17,15,True,6.53,1.6652
EQ-01329,VIV-00429,Refrigeracion,1,180,True,24.0,4.32
EQ-01330,VIV-00429,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01331,VIV-00430,Iluminacion,15,15,True,9.02,2.0295
EQ-01332,VIV-00430,Refrigeracion,1,180,True,24.0,4.32
EQ-01333,VIV-00430,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01334,COM-00431,Iluminacion,25,15,True,9.21,3.4538
EQ-01335,COM-00431,Climatizacion,3,2200,False,9.0,59.4
EQ-01336,COM-00431,Computacion,10,150,True,8.0,12.0
EQ-01337,VIV-00432,Iluminacion,16,15,True,6.0,1.44
EQ-01338,VIV-00432,Refrigeracion,1,180,True,24.0,4.32
EQ-01339,VIV-00432,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01340,VIV-00433,Iluminacion,24,15,True,11.88,4.2768
EQ-01341,VIV-00433,Refrigeracion,1,350,False,24.0,8.4
EQ-01342,VIV-00433,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01343,VIV-00434,Iluminacion,19,15,True,10.05,2.8643
EQ-01344,VIV-00434,Refrigeracion,1,180,True,24.0,4.32
EQ-01345,VIV-00434,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01346,VIV-00435,Iluminacion,30,15,True,10.07,4.5315
EQ-01347,VIV-00435,Refrigeracion,1,350,False,24.0,8.4
EQ-01348,VIV-00435,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01349,VIV-00436,Iluminacion,26,15,True,7.97,3.1083
EQ-01350,VIV-00436,Refrigeracion,1,180,True,24.0,4.32
EQ-01351,VIV-00436,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01352,VIV-00437,Iluminacion,14,15,True,7.66,1.6086
EQ-01353,VIV-00437,Refrigeracion,1,350,False,24.0,8.4
EQ-01354,VIV-00437,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01355,VIV-00438,Iluminacion,10,15,True,6.41,0.9615
EQ-01356,VIV-00438,Refrigeracion,1,180,True,24.0,4.32
EQ-01357,VIV-00438,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01358,VIV-00439,Iluminacion,24,15,True,11.26,4.0536
EQ-01359,VIV-00439,Refrigeracion,1,350,False,24.0,8.4
EQ-01360,VIV-00439,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01361,VIV-00440,Iluminacion,23,15,True,11.62,4.0089
EQ-01362,VIV-00440,Refrigeracion,1,180,True,24.0,4.32
EQ-01363,VIV-00440,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01364,COM-00441,Iluminacion,26,15,True,10.55,4.1145
EQ-01365,COM-00441,Climatizacion,2,2200,False,9.0,39.6
EQ-01366,COM-00441,Computacion,2,150,True,8.0,2.4
EQ-01367,VIV-00442,Iluminacion,19,15,True,8.16,2.3256
EQ-01368,VIV-00442,Refrigeracion,1,350,False,24.0,8.4
EQ-01369,VIV-00442,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01370,VIV-00443,Iluminacion,29,15,True,6.5,2.8275
EQ-01371,VIV-00443,Refrigeracion,1,350,False,24.0,8.4
EQ-01372,VIV-00443,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01373,VIV-00444,Iluminacion,23,15,True,8.78,3.0291
EQ-01374,VIV-00444,Refrigeracion,1,180,True,24.0,4.32
EQ-01375,VIV-00444,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01376,VIV-00445,Iluminacion,26,15,True,6.28,2.4492
EQ-01377,VIV-00445,Refrigeracion,1,180,True,24.0,4.32
EQ-01378,VIV-00445,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01379,VIV-00446,Iluminacion,20,15,True,7.63,2.289
EQ-01380,VIV-00446,Refrigeracion,1,350,False,24.0,8.4
EQ-01381,VIV-00446,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01382,VIV-00447,Iluminacion,25,15,True,7.56,2.835
EQ-01383,VIV-00447,Refrigeracion,1,350,False,24.0,8.4
EQ-01384,VIV-00447,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01385,VIV-00448,Iluminacion,12,15,True,7.75,1.395
EQ-01386,VIV-00448,Refrigeracion,1,180,True,24.0,4.32
EQ-01387,VIV-00448,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01388,COM-00449,Iluminacion,47,15,True,9.36,6.5988
EQ-01389,COM-00449,Climatizacion,1,2200,False,9.0,19.8
EQ-01390,COM-00449,Computacion,10,150,True,8.0,12.0
EQ-01391,COM-00449,Refrigeracion,2,750,False,24.0,36.0
EQ-01392,COM-00450,Iluminacion,54,15,True,9.57,7.7517
EQ-01393,COM-00450,Climatizacion,2,2200,True,9.0,39.6
EQ-01394,COM-00450,Computacion,2,150,True,8.0,2.4
EQ-01395,VIV-00451,Iluminacion,28,15,True,9.27,3.8934
EQ-01396,VIV-00451,Refrigeracion,1,350,False,24.0,8.4
EQ-01397,VIV-00451,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01398,COM-00452,Iluminacion,48,15,True,6.85,4.932
EQ-01399,COM-00452,Climatizacion,2,2200,False,9.0,39.6
EQ-01400,COM-00452,Computacion,2,150,True,8.0,2.4
EQ-01401,COM-00452,Refrigeracion,2,750,False,24.0,36.0
EQ-01402,VIV-00453,Iluminacion,26,15,True,11.24,4.3836
EQ-01403,VIV-00453,Refrigeracion,1,180,True,24.0,4.32
EQ-01404,VIV-00453,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01405,VIV-00454,Iluminacion,28,15,True,9.72,4.0824
EQ-01406,VIV-00454,Refrigeracion,1,180,True,24.0,4.32
EQ-01407,VIV-00454,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01408,VIV-00455,Iluminacion,16,15,True,9.19,2.2056
EQ-01409,VIV-00455,Refrigeracion,1,350,False,24.0,8.4
EQ-01410,VIV-00455,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01411,COM-00456,Iluminacion,53,15,True,7.19,5.716
EQ-01412,COM-00456,Climatizacion,2,2200,False,9.0,39.6
EQ-01413,COM-00456,Computacion,4,150,True,8.0,4.8
EQ-01414,COM-00456,Refrigeracion,2,750,False,24.0,36.0
EQ-01415,COM-00457,Iluminacion,55,15,True,8.94,7.3755
EQ-01416,COM-00457,Climatizacion,2,2200,True,9.0,39.6
EQ-01417,COM-00457,Computacion,8,150,True,8.0,9.6
EQ-01418,VIV-00458,Iluminacion,25,15,True,6.87,2.5762
EQ-01419,VIV-00458,Refrigeracion,1,350,False,24.0,8.4
EQ-01420,VIV-00458,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01421,VIV-00459,Iluminacion,22,15,True,7.55,2.4915
EQ-01422,VIV-00459,Refrigeracion,1,350,False,24.0,8.4
EQ-01423,VIV-00459,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01424,VIV-00460,Iluminacion,15,15,True,9.49,2.1352
EQ-01425,VIV-00460,Refrigeracion,1,350,False,24.0,8.4
EQ-01426,VIV-00460,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01427,VIV-00461,Iluminacion,23,15,True,7.22,2.4909
EQ-01428,VIV-00461,Refrigeracion,1,350,False,24.0,8.4
EQ-01429,VIV-00461,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01430,VIV-00462,Iluminacion,30,15,True,8.04,3.618
EQ-01431,VIV-00462,Refrigeracion,1,350,False,24.0,8.4
EQ-01432,VIV-00462,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01433,VIV-00463,Iluminacion,12,15,True,10.88,1.9584
EQ-01434,VIV-00463,Refrigeracion,1,350,False,24.0,8.4
EQ-01435,VIV-00463,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01436,VIV-00464,Iluminacion,10,15,True,8.49,1.2735
EQ-01437,VIV-00464,Refrigeracion,1,350,False,24.0,8.4
EQ-01438,VIV-00464,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01439,VIV-00465,Iluminacion,17,15,True,11.98,3.0549
EQ-01440,VIV-00465,Refrigeracion,1,180,True,24.0,4.32
EQ-01441,VIV-00465,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01442,VIV-00466,Iluminacion,12,15,True,11.79,2.1222
EQ-01443,VIV-00466,Refrigeracion,1,350,False,24.0,8.4
EQ-01444,VIV-00466,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01445,VIV-00467,Iluminacion,16,15,True,10.06,2.4144
EQ-01446,VIV-00467,Refrigeracion,1,180,True,24.0,4.32
EQ-01447,VIV-00467,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01448,COM-00468,Iluminacion,60,15,True,6.34,5.706
EQ-01449,COM-00468,Climatizacion,3,2200,True,9.0,59.4
EQ-01450,COM-00468,Computacion,10,150,True,8.0,12.0
EQ-01451,COM-00469,Iluminacion,35,15,True,9.33,4.8982
EQ-01452,COM-00469,Climatizacion,2,2200,True,9.0,39.6
EQ-01453,COM-00469,Computacion,11,150,True,8.0,13.2
EQ-01454,COM-00469,Refrigeracion,2,750,False,24.0,36.0
EQ-01455,VIV-00470,Iluminacion,11,15,True,6.34,1.0461
EQ-01456,VIV-00470,Refrigeracion,1,180,True,24.0,4.32
EQ-01457,VIV-00470,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01458,VIV-00471,Iluminacion,25,15,True,9.11,3.4162
EQ-01459,VIV-00471,Refrigeracion,1,180,True,24.0,4.32
EQ-01460,VIV-00471,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01461,VIV-00472,Iluminacion,18,15,True,9.62,2.5974
EQ-01462,VIV-00472,Refrigeracion,1,350,False,24.0,8.4
EQ-01463,VIV-00472,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01464,COM-00473,Iluminacion,44,15,True,7.07,4.6662
EQ-01465,COM-00473,Climatizacion,3,2200,True,9.0,59.4
EQ-01466,COM-00473,Computacion,8,150,True,8.0,9.6
EQ-01467,COM-00473,Refrigeracion,2,750,False,24.0,36.0
EQ-01468,VIV-00474,Iluminacion,17,15,True,11.53,2.9401
EQ-01469,VIV-00474,Refrigeracion,1,350,False,24.0,8.4
EQ-01470,VIV-00474,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01471,COM-00475,Iluminacion,32,15,True,6.53,3.1344
EQ-01472,COM-00475,Climatizacion,1,2200,False,9.0,19.8
EQ-01473,COM-00475,Computacion,4,150,True,8.0,4.8
EQ-01474,COM-00475,Refrigeracion,2,750,False,24.0,36.0
EQ-01475,VIV-00476,Iluminacion,14,15,True,6.66,1.3986
EQ-01476,VIV-00476,Refrigeracion,1,350,False,24.0,8.4
EQ-01477,VIV-00476,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01478,VIV-00477,Iluminacion,30,15,True,9.43,4.2435
EQ-01479,VIV-00477,Refrigeracion,1,180,True,24.0,4.32
EQ-01480,VIV-00477,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01481,VIV-00478,Iluminacion,11,15,True,7.22,1.1913
EQ-01482,VIV-00478,Refrigeracion,1,180,True,24.0,4.32
EQ-01483,VIV-00478,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01484,VIV-00479,Iluminacion,17,15,True,11.56,2.9478
EQ-01485,VIV-00479,Refrigeracion,1,180,True,24.0,4.32
EQ-01486,VIV-00479,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01487,VIV-00480,Iluminacion,17,15,True,7.75,1.9762
EQ-01488,VIV-00480,Refrigeracion,1,180,True,24.0,4.32
EQ-01489,VIV-00480,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01490,VIV-00481,Iluminacion,28,15,True,6.07,2.5494
EQ-01491,VIV-00481,Refrigeracion,1,180,True,24.0,4.32
EQ-01492,VIV-00481,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01493,VIV-00482,Iluminacion,12,15,True,11.97,2.1546
EQ-01494,VIV-00482,Refrigeracion,1,180,True,24.0,4.32
EQ-01495,VIV-00482,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01496,VIV-00483,Iluminacion,24,15,True,7.0,2.52
EQ-01497,VIV-00483,Refrigeracion,1,350,False,24.0,8.4
EQ-01498,VIV-00483,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01499,VIV-00484,Iluminacion,10,15,True,9.97,1.4955
EQ-01500,VIV-00484,Refrigeracion,1,350,False,24.0,8.4
EQ-01501,VIV-00484,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01502,VIV-00485,Iluminacion,15,15,True,6.46,1.4535
EQ-01503,VIV-00485,Refrigeracion,1,180,True,24.0,4.32
EQ-01504,VIV-00485,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01505,VIV-00486,Iluminacion,19,15,True,9.33,2.659
EQ-01506,VIV-00486,Refrigeracion,1,180,True,24.0,4.32
EQ-01507,VIV-00486,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
EQ-01508,COM-00487,Iluminacion,20,15,True,11.36,3.408
EQ-01509,COM-00487,Climatizacion,1,2200,True,9.0,19.8
EQ-01510,COM-00487,Computacion,5,150,True,8.0,6.0
EQ-01511,VIV-00488,Iluminacion,20,15,True,9.65,2.895
EQ-01512,VIV-00488,Refrigeracion,1,350,False,24.0,8.4
EQ-01513,VIV-00488,Otros / Fuerza Motriz,1,1200,False,1.5,1.8
