id_registro,id_inmueble,anio_mes_dd,pais_ubicacion,tipo_establecimiento,categoria_comercio,superficie_m2,habitantes_empleados,total_equipos,potencia_total_watts,tiene_inverter,porcentaje_inverter,consumo_kwh_dia,consumo_kwh_mes,intensidad_energetica_kwh_m2,costo_factura_usd,costo_factura_moneda_local,codigo_moneda,pct_dist_madrugada,pct_dist_manana,pct_dist_tarde,pct_dist_noche,franja_pico_dominante,efficiency_label
REG-00703,COM-00702,2026-07-01,Chile,Comercio,Categoria B,137,7,24.0,9300.0,1.0,0.3333,76.16,2284.8,16.6774,1713.6,1576512.0,CLP,0.075,0.2576,0.4223,0.245,tarde,Eficiente
REG-00704,VIV-00703,2026-07-01,Mexico,Vivienda,No Aplica,84,3,13.0,1545.0,1.0,0.6667,7.4187,222.56,2.6495,166.92,3088.02,MXN,0.0962,0.1888,0.2371,0.478,noche,Ineficiente
REG-00705,VIV-00704,2026-07-01,Brasil,Vivienda,No Aplica,40,2,29.0,1955.0,1.0,0.3333,12.5693,377.08,9.427,282.81,1541.31,BRL,0.0929,0.1987,0.2716,0.4367,noche,Ineficiente
REG-00706,VIV-00705,2026-07-01,Peru,Vivienda,No Aplica,40,5,27.0,1755.0,1.0,0.6667,9.0787,272.36,6.809,204.27,766.01,PEN,0.1321,0.1579,0.2446,0.4654,noche,Ineficiente
REG-00707,VIV-00706,2026-07-01,Argentina,Vivienda,No Aplica,130,6,19.0,1635.0,1.0,0.6667,7.7213,231.64,1.7818,173.73,165043.5,ARS,0.143,0.2049,0.229,0.4231,noche,Ineficiente
REG-00708,VIV-00707,2026-07-01,Mexico,Vivienda,No Aplica,78,6,15.0,1745.0,1.0,0.3333,11.4227,342.68,4.3933,257.01,4754.68,MXN,0.1145,0.1216,0.1836,0.5803,noche,Ineficiente
REG-00709,VIV-00708,2026-07-01,Argentina,Vivienda,No Aplica,137,4,26.0,1740.0,1.0,0.6667,8.1937,245.81,1.7942,184.36,175142.0,ARS,0.0871,0.2042,0.2503,0.4584,noche,Ineficiente
REG-00710,VIV-00709,2026-07-01,Chile,Vivienda,No Aplica,103,6,31.0,1815.0,1.0,0.6667,9.2217,276.65,2.6859,207.49,190890.8,CLP,0.1202,0.1781,0.1824,0.5193,noche,Ineficiente
REG-00711,VIV-00710,2026-07-01,Argentina,Vivienda,No Aplica,81,6,32.0,2000.0,1.0,0.3333,12.4637,373.91,4.6162,280.43,266408.5,ARS,0.1084,0.1326,0.2642,0.4948,noche,Ineficiente
REG-00712,COM-00711,2026-07-01,Peru,Comercio,Categoria C,32,9,23.0,1815.0,1.0,0.5,38.1483,1144.45,35.7641,858.34,3218.78,PEN,0.2497,0.2204,0.2228,0.3071,noche,Eficiente
REG-00713,VIV-00712,2026-07-01,Chile,Vivienda,No Aplica,40,1,30.0,1800.0,1.0,0.6667,8.2367,247.1,6.1775,185.32,170494.4,CLP,0.0948,0.2043,0.2633,0.4377,noche,Ineficiente
REG-00714,VIV-00713,2026-07-01,Chile,Vivienda,No Aplica,117,5,29.0,1785.0,1.0,0.6667,8.299,248.97,2.1279,186.73,171791.6,CLP,0.1542,0.2066,0.2653,0.374,noche,Ineficiente
REG-00715,VIV-00714,2026-07-01,Chile,Vivienda,No Aplica,97,3,25.0,1725.0,1.0,0.6667,8.3627,250.88,2.5864,188.16,173107.2,CLP,0.1474,0.2137,0.2484,0.3904,noche,Ineficiente
REG-00716,COM-00715,2026-07-01,Mexico,Comercio,Categoria B,100,4,23.0,9285.0,1.0,0.6667,76.2343,2287.03,22.8703,1715.27,31732.49,MXN,0.0861,0.3193,0.46,0.1346,tarde,Eficiente
REG-00717,VIV-00716,2026-07-01,Brasil,Vivienda,No Aplica,105,3,30.0,1800.0,1.0,0.6667,8.2747,248.24,2.3642,186.18,1014.68,BRL,0.1517,0.1658,0.185,0.4975,noche,Ineficiente
REG-00718,VIV-00717,2026-07-01,Colombia,Vivienda,No Aplica,66,1,24.0,1880.0,1.0,0.3333,11.8897,356.69,5.4044,267.52,1096832.0,COP,0.1102,0.1597,0.2565,0.4735,noche,Ineficiente
REG-00719,VIV-00718,2026-07-01,Chile,Vivienda,No Aplica,68,1,17.0,1605.0,1.0,0.6667,7.8143,234.43,3.4475,175.82,161754.4,CLP,0.0958,0.1701,0.2432,0.491,noche,Ineficiente
REG-00720,COM-00719,2026-07-01,Chile,Comercio,Categoria B,79,2,30.0,9390.0,1.0,0.3333,76.0477,2281.43,28.8789,1711.07,1574184.4,CLP,0.0717,0.3025,0.4007,0.2251,tarde,Eficiente
REG-00721,COM-00720,2026-07-01,Brasil,Comercio,Categoria B,124,10,19.0,9225.0,1.0,0.3333,75.5683,2267.05,18.2827,1700.29,9266.58,BRL,0.0597,0.3071,0.4051,0.2281,tarde,Eficiente
REG-00722,VIV-00721,2026-07-01,Chile,Vivienda,No Aplica,132,4,32.0,1830.0,1.0,0.6667,9.5897,287.69,2.1795,215.77,198508.4,CLP,0.1598,0.1751,0.2095,0.4556,noche,Ineficiente
REG-00723,VIV-00722,2026-07-01,Argentina,Vivienda,No Aplica,108,4,20.0,1820.0,1.0,0.3333,11.5607,346.82,3.2113,260.12,247114.0,ARS,0.101,0.1884,0.218,0.4926,noche,Ineficiente
REG-00724,VIV-00723,2026-07-01,Colombia,Vivienda,No Aplica,74,4,31.0,1815.0,1.0,0.6667,8.4647,253.94,3.4316,190.45,780845.0,COP,0.0822,0.1867,0.2486,0.4826,noche,Ineficiente
REG-00725,VIV-00724,2026-07-01,Brasil,Vivienda,No Aplica,57,3,14.0,1730.0,1.0,0.3333,11.5823,347.47,6.096,260.6,1420.27,BRL,0.114,0.1257,0.1851,0.5752,noche,Ineficiente
REG-00726,VIV-00725,2026-07-01,Mexico,Vivienda,No Aplica,84,4,28.0,1770.0,1.0,0.6667,8.7643,262.93,3.1301,197.2,3648.2,MXN,0.1586,0.1517,0.2141,0.4756,noche,Ineficiente
REG-00727,VIV-00726,2026-07-01,Mexico,Vivienda,No Aplica,76,3,16.0,1590.0,1.0,0.6667,7.5773,227.32,2.9911,170.49,3154.07,MXN,0.1426,0.1951,0.2324,0.4298,noche,Ineficiente
REG-00728,VIV-00727,2026-07-01,Peru,Vivienda,No Aplica,137,2,24.0,1710.0,1.0,0.6667,8.0933,242.8,1.7723,182.1,682.88,PEN,0.1274,0.1764,0.2203,0.4758,noche,Ineficiente
REG-00729,VIV-00728,2026-07-01,Brasil,Vivienda,No Aplica,112,5,29.0,1785.0,1.0,0.6667,8.8093,264.28,2.3596,198.21,1080.24,BRL,0.0962,0.1566,0.2281,0.5191,noche,Ineficiente
REG-00730,VIV-00729,2026-07-01,Chile,Vivienda,No Aplica,99,5,32.0,2000.0,1.0,0.3333,13.188,395.64,3.9964,296.73,272991.6,CLP,0.1561,0.2017,0.216,0.4263,noche,Ineficiente
REG-00731,COM-00730,2026-07-01,Chile,Comercio,Categoria A,73,2,17.0,525.0,1.0,1.0,4.0897,122.69,1.6807,92.02,84658.4,CLP,0.077,0.4936,0.3981,0.0313,manana,Eficiente
REG-00732,VIV-00731,2026-07-01,Peru,Vivienda,No Aplica,105,1,20.0,1650.0,1.0,0.6667,7.6373,229.12,2.1821,171.84,644.4,PEN,0.1518,0.1677,0.2183,0.4622,noche,Ineficiente
REG-00733,VIV-00732,2026-07-01,Peru,Vivienda,No Aplica,87,4,13.0,1545.0,1.0,0.6667,7.1957,215.87,2.4813,161.9,607.12,PEN,0.0831,0.1941,0.2111,0.5117,noche,Ineficiente
REG-00734,VIV-00733,2026-07-01,Peru,Vivienda,No Aplica,106,4,18.0,1620.0,1.0,0.6667,7.7137,231.41,2.1831,173.56,650.85,PEN,0.1028,0.1596,0.1837,0.5539,noche,Ineficiente
REG-00735,COM-00734,2026-07-01,Argentina,Comercio,Categoria B,92,5,29.0,9375.0,1.0,0.6667,76.055,2281.65,24.8005,1711.24,1625678.0,ARS,0.0452,0.2853,0.4857,0.1838,tarde,Eficiente
REG-00736,COM-00735,2026-07-01,Colombia,Comercio,Categoria A,41,8,25.0,1455.0,1.0,1.0,11.482,344.46,8.4015,258.34,1059194.0,COP,0.0779,0.4208,0.3952,0.106,manana,Moderado
REG-00737,VIV-00736,2026-07-01,Colombia,Vivienda,No Aplica,112,1,32.0,2000.0,1.0,0.3333,13.764,412.92,3.6868,309.69,1269729.0,COP,0.1275,0.206,0.2704,0.3961,noche,Ineficiente
REG-00738,VIV-00737,2026-07-01,Colombia,Vivienda,No Aplica,84,5,31.0,1815.0,1.0,0.6667,8.7997,263.99,3.1427,197.99,811759.0,COP,0.0944,0.1383,0.1995,0.5678,noche,Ineficiente
REG-00739,VIV-00738,2026-07-01,Chile,Vivienda,No Aplica,53,4,20.0,1820.0,1.0,0.3333,11.9173,357.52,6.7457,268.14,246688.8,CLP,0.0905,0.1491,0.2284,0.532,noche,Ineficiente
REG-00740,VIV-00739,2026-07-01,Brasil,Vivienda,No Aplica,75,3,18.0,1620.0,1.0,0.6667,7.9487,238.46,3.1795,178.84,974.68,BRL,0.1322,0.1972,0.2223,0.4483,noche,Ineficiente
REG-00741,VIV-00740,2026-07-01,Peru,Vivienda,No Aplica,107,1,27.0,1755.0,1.0,0.6667,8.73,261.9,2.4477,196.42,736.57,PEN,0.0936,0.1532,0.2728,0.4804,noche,Ineficiente
REG-00742,COM-00741,2026-07-01,Colombia,Comercio,Categoria A,31,12,25.0,1995.0,1.0,1.0,15.4413,463.24,14.9432,347.43,1424463.0,COP,0.0306,0.4397,0.4196,0.1101,manana,Moderado
REG-00743,VIV-00742,2026-07-01,Mexico,Vivienda,No Aplica,58,4,19.0,1805.0,1.0,0.3333,12.2017,366.05,6.3112,274.54,5078.99,MXN,0.1252,0.1563,0.2795,0.439,noche,Ineficiente
REG-00744,VIV-00743,2026-07-01,Peru,Vivienda,No Aplica,89,5,13.0,1545.0,1.0,0.6667,7.2683,218.05,2.45,163.54,613.27,PEN,0.1364,0.1226,0.2617,0.4793,noche,Ineficiente
REG-00745,VIV-00744,2026-07-01,Argentina,Vivienda,No Aplica,94,3,14.0,1560.0,1.0,0.6667,7.542,226.26,2.407,169.69,161205.5,ARS,0.1565,0.1423,0.2378,0.4634,noche,Ineficiente
REG-00746,VIV-00745,2026-07-01,Colombia,Vivienda,No Aplica,118,4,25.0,1895.0,1.0,0.3333,12.0423,361.27,3.0616,270.95,1110895.0,COP,0.1087,0.1519,0.2689,0.4705,noche,Ineficiente
REG-00747,VIV-00746,2026-07-01,Mexico,Vivienda,No Aplica,114,5,18.0,1620.0,1.0,0.6667,7.8743,236.23,2.0722,177.17,3277.64,MXN,0.1476,0.2099,0.2383,0.4043,noche,Ineficiente
REG-00748,VIV-00747,2026-07-01,Peru,Vivienda,No Aplica,120,3,15.0,1575.0,1.0,0.6667,7.1437,214.31,1.7859,160.73,602.74,PEN,0.117,0.1964,0.2394,0.4472,noche,Ineficiente
REG-00749,VIV-00748,2026-07-01,Argentina,Vivienda,No Aplica,97,6,20.0,1820.0,1.0,0.3333,12.0143,360.43,3.7158,270.32,256804.0,ARS,0.1598,0.1277,0.2126,0.4999,noche,Ineficiente
REG-00750,VIV-00749,2026-07-01,Mexico,Vivienda,No Aplica,91,6,26.0,1910.0,1.0,0.3333,12.4967,374.9,4.1198,281.17,5201.65,MXN,0.1343,0.182,0.2216,0.4621,noche,Ineficiente
REG-00751,VIV-00750,2026-07-01,Peru,Vivienda,No Aplica,104,3,27.0,1755.0,1.0,0.6667,8.8013,264.04,2.5388,198.03,742.61,PEN,0.0989,0.2144,0.1895,0.4972,noche,Ineficiente
REG-00752,VIV-00751,2026-07-01,Argentina,Vivienda,No Aplica,79,1,24.0,1880.0,1.0,0.3333,11.8897,356.69,4.5151,267.52,254144.0,ARS,0.1126,0.149,0.1852,0.5532,noche,Ineficiente
REG-00753,VIV-00752,2026-07-01,Chile,Vivienda,No Aplica,100,6,14.0,1730.0,1.0,0.3333,11.1883,335.65,3.3565,251.74,231600.8,CLP,0.0824,0.1638,0.2222,0.5316,noche,Ineficiente
REG-00754,VIV-00753,2026-07-01,Mexico,Vivienda,No Aplica,71,5,28.0,1940.0,1.0,0.3333,12.4777,374.33,5.2723,280.75,5193.88,MXN,0.1128,0.1724,0.2682,0.4467,noche,Ineficiente
REG-00755,VIV-00754,2026-07-01,Colombia,Vivienda,No Aplica,113,1,22.0,1850.0,1.0,0.3333,11.718,351.54,3.111,263.66,1081006.0,COP,0.1092,0.1873,0.2327,0.4708,noche,Ineficiente
REG-00756,VIV-00755,2026-07-01,Peru,Vivienda,No Aplica,98,4,20.0,1650.0,1.0,0.6667,7.4943,224.83,2.2942,168.62,632.33,PEN,0.1174,0.1466,0.2089,0.5271,noche,Ineficiente
REG-00757,VIV-00756,2026-07-01,Chile,Vivienda,No Aplica,100,2,30.0,1800.0,1.0,0.6667,9.1103,273.31,2.7331,204.98,188581.6,CLP,0.1396,0.1611,0.1824,0.5169,noche,Ineficiente
REG-00758,COM-00757,2026-07-01,Peru,Comercio,Categoria C,76,7,31.0,3405.0,1.0,0.5,74.098,2222.94,29.2492,1667.2,6252.0,PEN,0.2732,0.2539,0.22,0.2529,madrugada,Eficiente
REG-00759,VIV-00758,2026-07-01,Argentina,Vivienda,No Aplica,54,3,30.0,1970.0,1.0,0.3333,13.1567,394.7,7.3093,296.02,281219.0,ARS,0.0868,0.1217,0.2727,0.5187,noche,Ineficiente
REG-00760,VIV-00759,2026-07-01,Brasil,Vivienda,No Aplica,104,2,29.0,1785.0,1.0,0.6667,9.2387,277.16,2.665,207.87,1132.89,BRL,0.1567,0.1324,0.2114,0.4995,noche,Ineficiente
REG-00761,VIV-00760,2026-07-01,Brasil,Vivienda,No Aplica,88,1,14.0,1560.0,1.0,0.6667,7.3547,220.64,2.5073,165.48,901.87,BRL,0.138,0.1385,0.2532,0.4703,noche,Ineficiente
REG-00762,VIV-00761,2026-07-01,Colombia,Vivienda,No Aplica,111,1,14.0,1560.0,1.0,0.6667,7.416,222.48,2.0043,166.86,684126.0,COP,0.1574,0.1722,0.2174,0.453,noche,Ineficiente
REG-00763,VIV-00762,2026-07-01,Peru,Vivienda,No Aplica,60,6,18.0,1790.0,1.0,0.3333,11.6903,350.71,5.8452,263.03,986.36,PEN,0.0905,0.1399,0.2604,0.5091,noche,Ineficiente
REG-00764,VIV-00763,2026-07-01,Peru,Vivienda,No Aplica,98,1,25.0,1725.0,1.0,0.6667,8.1383,244.15,2.4913,183.11,686.66,PEN,0.1044,0.2069,0.2616,0.4271,noche,Ineficiente
REG-00765,VIV-00764,2026-07-01,Peru,Vivienda,No Aplica,86,2,24.0,1710.0,1.0,0.6667,8.4167,252.5,2.936,189.38,710.17,PEN,0.0851,0.1241,0.2327,0.5581,noche,Ineficiente
REG-00766,VIV-00765,2026-07-01,Argentina,Vivienda,No Aplica,124,5,30.0,1800.0,1.0,0.6667,9.4127,282.38,2.2773,211.78,201191.0,ARS,0.1401,0.1246,0.1814,0.5539,noche,Ineficiente
REG-00767,VIV-00766,2026-07-01,Peru,Vivienda,No Aplica,102,4,26.0,1910.0,1.0,0.3333,12.1657,364.97,3.5781,273.73,1026.49,PEN,0.1204,0.1835,0.2475,0.4485,noche,Ineficiente
REG-00768,VIV-00767,2026-07-01,Brasil,Vivienda,No Aplica,56,3,22.0,1680.0,1.0,0.6667,7.674,230.22,4.1111,172.66,941.0,BRL,0.0902,0.1343,0.2712,0.5043,noche,Ineficiente
REG-00769,VIV-00768,2026-07-01,Peru,Vivienda,No Aplica,119,2,29.0,1785.0,1.0,0.6667,9.2263,276.79,2.326,207.59,778.46,PEN,0.133,0.156,0.2355,0.4756,noche,Ineficiente
REG-00770,VIV-00769,2026-07-01,Chile,Vivienda,No Aplica,140,3,13.0,1715.0,1.0,0.3333,11.1307,333.92,2.3851,250.44,230404.8,CLP,0.1309,0.1444,0.2586,0.4662,noche,Ineficiente
REG-00771,COM-00770,2026-07-01,Peru,Comercio,Categoria A,90,4,27.0,945.0,1.0,1.0,6.8837,206.51,2.2946,154.88,580.8,PEN,0.0569,0.4054,0.4319,0.1058,tarde,Eficiente
REG-00772,VIV-00771,2026-07-01,Colombia,Vivienda,No Aplica,68,4,16.0,1760.0,1.0,0.3333,11.502,345.06,5.0744,258.8,1061080.0,COP,0.0971,0.1914,0.2492,0.4622,noche,Ineficiente
REG-00773,VIV-00772,2026-07-01,Colombia,Vivienda,No Aplica,95,1,15.0,1575.0,1.0,0.6667,7.3973,221.92,2.336,166.44,682404.0,COP,0.0832,0.201,0.2117,0.5041,noche,Ineficiente
REG-00774,VIV-00773,2026-07-01,Peru,Vivienda,No Aplica,116,1,22.0,1850.0,1.0,0.3333,12.303,369.09,3.1818,276.82,1038.08,PEN,0.149,0.1687,0.2075,0.4748,noche,Ineficiente
REG-00775,VIV-00774,2026-07-01,Argentina,Vivienda,No Aplica,125,2,14.0,1560.0,1.0,0.6667,7.29,218.7,1.7496,164.02,155819.0,ARS,0.0966,0.1515,0.2447,0.5071,noche,Ineficiente
REG-00776,COM-00775,2026-07-01,Chile,Comercio,Categoria C,54,6,26.0,1860.0,1.0,0.5,37.8503,1135.51,21.028,851.63,783499.6,CLP,0.2365,0.2615,0.2596,0.2424,manana,Eficiente
REG-00777,VIV-00776,2026-07-01,Chile,Vivienda,No Aplica,91,6,27.0,1925.0,1.0,0.3333,12.66,379.8,4.1736,284.85,262062.0,CLP,0.1334,0.1288,0.1927,0.5451,noche,Ineficiente
REG-00778,VIV-00777,2026-07-01,Chile,Vivienda,No Aplica,83,3,31.0,1985.0,1.0,0.3333,13.1057,393.17,4.737,294.88,271289.6,CLP,0.114,0.1699,0.213,0.5031,noche,Ineficiente
REG-00779,VIV-00778,2026-07-01,Colombia,Vivienda,No Aplica,87,3,32.0,2000.0,1.0,0.3333,12.828,384.84,4.4234,288.63,1183383.0,COP,0.1177,0.1862,0.2554,0.4407,noche,Ineficiente
REG-00780,VIV-00779,2026-07-01,Mexico,Vivienda,No Aplica,96,4,22.0,1680.0,1.0,0.6667,7.776,233.28,2.43,174.96,3236.76,MXN,0.0815,0.13,0.1907,0.5978,noche,Ineficiente
REG-00781,COM-00780,2026-07-01,Brasil,Comercio,Categoria B,113,7,32.0,9420.0,1.0,0.6667,77.0827,2312.48,20.4644,1734.36,9452.26,BRL,0.0767,0.2248,0.4282,0.2703,tarde,Eficiente
REG-00782,VIV-00781,2026-07-01,Chile,Vivienda,No Aplica,79,4,22.0,1680.0,1.0,0.6667,7.896,236.88,2.9985,177.66,163447.2,CLP,0.1334,0.1938,0.272,0.4008,noche,Ineficiente
REG-00783,COM-00782,2026-07-01,Colombia,Comercio,Categoria C,80,8,32.0,3420.0,1.0,0.5,74.184,2225.52,27.819,1669.14,6843474.0,COP,0.2364,0.2607,0.2233,0.2796,noche,Eficiente
REG-00784,COM-00783,2026-07-01,Colombia,Comercio,Categoria C,33,12,14.0,3150.0,1.0,0.5,73.0457,2191.37,66.4052,1643.53,6738473.0,COP,0.2456,0.2497,0.2401,0.2645,noche,Eficiente
REG-00785,COM-00784,2026-07-01,Chile,Comercio,Categoria A,64,12,40.0,2220.0,1.0,1.0,17.0083,510.25,7.9727,382.69,352074.8,CLP,0.0507,0.4072,0.4136,0.1285,tarde,Eficiente
REG-00786,VIV-00785,2026-07-01,Argentina,Vivienda,No Aplica,95,3,17.0,1775.0,1.0,0.3333,11.5277,345.83,3.6403,259.37,246401.5,ARS,0.1335,0.178,0.1867,0.5018,noche,Ineficiente
REG-00787,COM-00786,2026-07-01,Colombia,Comercio,Categoria B,124,4,31.0,9405.0,1.0,0.3333,76.3127,2289.38,18.4627,1717.04,7039864.0,COP,0.0996,0.3034,0.4548,0.1422,tarde,Eficiente
REG-00788,COM-00787,2026-07-01,Mexico,Comercio,Categoria B,103,2,24.0,9300.0,1.0,0.3333,75.662,2269.86,22.0375,1702.39,31494.22,MXN,0.0452,0.2842,0.4924,0.1782,tarde,Eficiente
REG-00789,VIV-00788,2026-07-01,Brasil,Vivienda,No Aplica,128,2,21.0,1835.0,1.0,0.3333,12.2407,367.22,2.8689,275.42,1501.04,BRL,0.1237,0.1359,0.2528,0.4875,noche,Ineficiente
REG-00790,VIV-00789,2026-07-01,Chile,Vivienda,No Aplica,85,6,21.0,1835.0,1.0,0.3333,11.8247,354.74,4.1734,266.06,244775.2,CLP,0.1314,0.1356,0.1915,0.5415,noche,Ineficiente
REG-00791,VIV-00790,2026-07-01,Colombia,Vivienda,No Aplica,108,3,18.0,1620.0,1.0,0.6667,7.668,230.04,2.13,172.53,707373.0,COP,0.142,0.1504,0.2058,0.5018,noche,Ineficiente
REG-00792,COM-00791,2026-07-01,Colombia,Comercio,Categoria B,130,2,14.0,9150.0,1.0,0.6667,75.134,2254.02,17.3386,1690.51,6931091.0,COP,0.1052,0.3057,0.4761,0.1129,tarde,Eficiente
REG-00793,COM-00792,2026-07-01,Brasil,Comercio,Categoria B,120,6,23.0,9285.0,1.0,0.6667,76.1717,2285.15,19.0429,1713.86,9340.54,BRL,0.1112,0.2624,0.4767,0.1497,tarde,Eficiente
REG-00794,VIV-00793,2026-07-01,Colombia,Vivienda,No Aplica,40,3,12.0,1700.0,1.0,0.3333,11.04,331.2,8.28,248.4,1018440.0,COP,0.1472,0.1834,0.2442,0.4252,noche,Ineficiente
REG-00795,COM-00794,2026-07-01,Argentina,Comercio,Categoria B,143,7,34.0,9450.0,1.0,0.3333,76.6953,2300.86,16.0899,1725.64,1639358.0,ARS,0.0723,0.2448,0.4948,0.1882,tarde,Eficiente
REG-00796,VIV-00795,2026-07-01,Argentina,Vivienda,No Aplica,95,5,15.0,1745.0,1.0,0.3333,11.4423,343.27,3.6134,257.45,244577.5,ARS,0.1154,0.1434,0.2453,0.4959,noche,Ineficiente
REG-00797,VIV-00796,2026-07-01,Peru,Vivienda,No Aplica,127,1,27.0,1925.0,1.0,0.3333,13.1213,393.64,3.0995,295.23,1107.11,PEN,0.1573,0.1917,0.2235,0.4274,noche,Ineficiente
REG-00798,VIV-00797,2026-07-01,Argentina,Vivienda,No Aplica,83,3,16.0,1760.0,1.0,0.3333,11.8527,355.58,4.2841,266.69,253355.5,ARS,0.1099,0.1649,0.1858,0.5394,noche,Ineficiente
REG-00799,VIV-00798,2026-07-01,Colombia,Vivienda,No Aplica,59,2,14.0,1730.0,1.0,0.3333,11.3357,340.07,5.7639,255.05,1045705.0,COP,0.1279,0.2089,0.2006,0.4625,noche,Ineficiente
REG-00800,VIV-00799,2026-07-01,Colombia,Vivienda,No Aplica,64,6,28.0,1770.0,1.0,0.6667,8.8577,265.73,4.152,199.3,817130.0,COP,0.1003,0.2057,0.2799,0.4142,noche,Ineficiente
REG-00801,VIV-00800,2026-07-01,Argentina,Vivienda,No Aplica,62,4,16.0,1590.0,1.0,0.6667,7.7707,233.12,3.76,174.84,166098.0,ARS,0.1214,0.1318,0.2063,0.5406,noche,Ineficiente
REG-00802,VIV-00801,2026-07-01,Chile,Vivienda,No Aplica,77,2,31.0,1815.0,1.0,0.6667,8.5083,255.25,3.3149,191.44,176124.8,CLP,0.1228,0.1419,0.2695,0.4658,noche,Ineficiente
REG-00803,VIV-00802,2026-07-01,Mexico,Vivienda,No Aplica,69,6,32.0,1830.0,1.0,0.6667,9.621,288.63,4.183,216.47,4004.7,MXN,0.1582,0.1522,0.2705,0.4191,noche,Ineficiente
REG-00804,VIV-00803,2026-07-01,Argentina,Vivienda,No Aplica,40,1,28.0,1770.0,1.0,0.6667,8.9203,267.61,6.6902,200.71,190674.5,ARS,0.1446,0.212,0.2648,0.3787,noche,Ineficiente
REG-00805,VIV-00804,2026-07-01,Peru,Vivienda,No Aplica,91,4,16.0,1590.0,1.0,0.6667,7.735,232.05,2.55,174.04,652.65,PEN,0.1119,0.1659,0.1986,0.5236,noche,Ineficiente
REG-00806,COM-00805,2026-07-01,Chile,Comercio,Categoria A,81,3,23.0,750.0,1.0,1.0,5.211,156.33,1.93,117.25,107870.0,CLP,0.0261,0.4153,0.4516,0.1069,tarde,Eficiente
REG-00807,VIV-00806,2026-07-01,Mexico,Vivienda,No Aplica,72,6,14.0,1730.0,1.0,0.3333,11.1397,334.19,4.6415,250.64,4636.84,MXN,0.0801,0.1649,0.1958,0.5593,noche,Ineficiente
REG-00808,VIV-00807,2026-07-01,Colombia,Vivienda,No Aplica,90,6,23.0,1695.0,1.0,0.6667,8.1957,245.87,2.7319,184.4,756040.0,COP,0.137,0.206,0.1836,0.4733,noche,Ineficiente
REG-00809,VIV-00808,2026-07-01,Brasil,Vivienda,No Aplica,135,2,22.0,1680.0,1.0,0.6667,8.292,248.76,1.8427,186.57,1016.81,BRL,0.1347,0.1823,0.1864,0.4965,noche,Ineficiente
REG-00810,VIV-00809,2026-07-01,Brasil,Vivienda,No Aplica,64,4,31.0,1815.0,1.0,0.6667,8.743,262.29,4.0983,196.72,1072.12,BRL,0.0869,0.1475,0.271,0.4947,noche,Ineficiente
REG-00811,COM-00810,2026-07-01,Peru,Comercio,Categoria B,51,4,32.0,9420.0,1.0,0.6667,76.6923,2300.77,45.1131,1725.58,6470.92,PEN,0.1148,0.2341,0.4667,0.1845,tarde,Moderado
REG-00812,COM-00811,2026-07-01,Argentina,Comercio,Categoria C,57,10,31.0,2670.0,1.0,0.5,57.0577,1711.73,30.0304,1283.8,1219610.0,ARS,0.2224,0.257,0.2423,0.2783,noche,Eficiente
REG-00813,VIV-00812,2026-07-01,Colombia,Vivienda,No Aplica,40,5,27.0,1925.0,1.0,0.3333,13.065,391.95,9.7988,293.96,1205236.0,COP,0.1066,0.1952,0.2038,0.4944,noche,Ineficiente
REG-00814,COM-00813,2026-07-01,Mexico,Comercio,Categoria B,147,12,14.0,9150.0,1.0,0.3333,74.8113,2244.34,15.2676,1683.26,31140.31,MXN,0.0885,0.2687,0.4301,0.2127,tarde,Eficiente
REG-00815,VIV-00814,2026-07-01,Argentina,Vivienda,No Aplica,135,3,16.0,1590.0,1.0,0.6667,7.3487,220.46,1.633,165.34,157073.0,ARS,0.1224,0.2072,0.2116,0.4588,noche,Ineficiente
REG-00816,VIV-00815,2026-07-01,Brasil,Vivienda,No Aplica,80,5,12.0,1530.0,1.0,0.6667,7.26,217.8,2.7225,163.35,890.26,BRL,0.1248,0.124,0.2235,0.5277,noche,Ineficiente
REG-00817,COM-00816,2026-07-01,Chile,Comercio,Categoria B,124,6,27.0,9345.0,1.0,0.3333,76.0183,2280.55,18.3915,1710.41,1573577.2,CLP,0.0607,0.2886,0.4696,0.181,tarde,Eficiente
REG-00818,VIV-00817,2026-07-01,Argentina,Vivienda,No Aplica,83,3,14.0,1560.0,1.0,0.6667,7.2107,216.32,2.6063,162.24,154128.0,ARS,0.1336,0.2052,0.2453,0.4159,noche,Ineficiente
REG-00819,VIV-00818,2026-07-01,Peru,Vivienda,No Aplica,111,1,16.0,1760.0,1.0,0.3333,11.714,351.42,3.1659,263.56,988.35,PEN,0.1358,0.1457,0.2482,0.4703,noche,Ineficiente
REG-00820,VIV-00819,2026-07-01,Peru,Vivienda,No Aplica,78,4,23.0,1865.0,1.0,0.3333,12.2477,367.43,4.7106,275.57,1033.39,PEN,0.1345,0.1314,0.2589,0.4752,noche,Ineficiente
REG-00821,COM-00820,2026-07-01,Chile,Comercio,Categoria C,28,12,19.0,3225.0,1.0,0.5,73.611,2208.33,78.8689,1656.25,1523750.0,CLP,0.2403,0.2451,0.2783,0.2364,tarde,Moderado
REG-00822,VIV-00821,2026-07-01,Colombia,Vivienda,No Aplica,108,5,29.0,1955.0,1.0,0.3333,12.9377,388.13,3.5938,291.1,1193510.0,COP,0.1095,0.1459,0.1927,0.5519,noche,Ineficiente
